case_id,module,priority,model_priority,legacy_priority,priority_final,priority_decision_state,priority_decision_source,priority_confidence,priority_conflict_reason,scene,judge_status,reject_reason,hit_confirmed_fact,hit_pending,hit_reuse_risk
TC-007,督导端按钮规则,P1,P1,P1,P1,undetermined,conflict_resolved_by_core_business_rule,medium,"model=P1,suggested=P2",验证督导端对于未完成讲错题的学员，‘查看讲错题’按钮置灰且不可点击,REJECT,semantic_duplicate:TC-001,False,False,False
TC-010,学员端-评分,P2,P2,P2,P2,decided,model_semantic_consistent,high,,验证综合评分规则中字数<50字时完整性和清晰度扣50%后计算结果,REJECT,semantic_duplicate:TC-054,False,False,False
TC-011,学员端-评分,P2,P2,P2,P2,decided,model_semantic_consistent,high,,验证综合评分为0分（完全答错且答非所问）时，弹窗显示'太遗憾了'及对应按钮,REJECT,semantic_duplicate:TC-018,False,False,False
TC-018,学员端AI讲错题交互,P2,P2,P2,P2,decided,p2_cap_guard,high,,验证学员端点击“完成”按钮结束对话后，触发AI综合评分并显示对应结果弹窗（≥8分或<8分）,REJECT,semantic_duplicate:TC-024,False,False,False
TC-019,学员端界面,P2,P2,P2,P2,decided,model_semantic_consistent,high,,验证左侧导航栏完整显示六步步骤名称且当前步骤高亮,REJECT,semantic_duplicate:TC-073,False,False,False
TC-020,督导端-学员列表搜索,P2,P2,P2,P2,decided,model_semantic_consistent,high,,验证督导端学员列表搜索框输入不存在的学员姓名，列表显示空状态提示,PENDING,contains_pending_logic,False,True,False
TC-025,学员端-讲错题页面-结果弹窗,P2,P2,P2,P2,decided,model_semantic_consistent,high,,验证综合评分≥8分时提示“太棒啦”，自动停留5秒，显示“去日清”按钮,REJECT,semantic_duplicate:TC-024,False,False,False
TC-026,学员端-讲错题页面-重复进入,P2,P2,P2,P2,decided,model_semantic_consistent,high,,验证重复进入：已完成后再次进入不可重复打分,REJECT,violates_confirmed_fact,True,False,False
TC-028,督导端-学员管理,P2,P2,P2,P2,decided,model_semantic_consistent,high,,验证督导端学员列表点击'查看学习记录'按钮，跳转至该学员的学习记录详情页面,REJECT,semantic_duplicate:TC-008,False,False,False
TC-029,学员端-交互流程,P2,P2,P2,P2,decided,p2_cap_guard,high,,验证学员在输入框中输入文字并提交后，对话气泡中显示学员回答,REJECT,semantic_duplicate:TC-072,False,False,False
TC-057,学员端AI讲错题-重复进入,P2,P2,P2,P2,decided,model_semantic_consistent,high,,验证学员端已完成讲错题后，再次进入页面时无'完成'按钮且不可再次评分,REJECT,violates_confirmed_fact,True,False,False
TC-070,督导端查看讲错题详情,P2,P2,P2,P2,decided,model_semantic_consistent,high,,验证督导端查看讲错题详情弹窗中通过/未通过标识基于综合评分≥8分为通过,REJECT,semantic_duplicate:TC-098,False,False,False
TC-075,学员端AI讲错题-界面功能,P2,P2,P2,P2,decided,model_semantic_consistent,high,,验证学员端课程信息区打印按钮点击后弹出打印内容选择弹窗，选择'当前讲'后成功发起打印,REJECT,semantic_duplicate:TC-074,False,False,False
TC-088,学员端-随堂测结果弹窗-讲知识错题,P2,P2,P2,P2,decided,p2_cap_guard,high,,验证“讲知识错题”按钮仅在正确率>50%时显示并可点击,REJECT,semantic_duplicate:TC-024,False,False,False
TC-092,随堂测结果弹窗,P2,P2,P2,P2,decided,p2_cap_guard,high,,验证随堂测结果弹窗（太棒啦）中“查看解析”按钮点击后停留当前页并逐题展示解析,REJECT,semantic_duplicate:TC-093,False,False,False
TC-093,随堂测结果弹窗,P2,P2,P2,P2,decided,p2_cap_guard,high,,验证随堂测结果弹窗（太遗憾了）中“查看解析”按钮点击后停留当前页并逐题展示解析,REJECT,semantic_duplicate:TC-095,False,False,False
TC-094,随堂测结果弹窗按钮,P2,P2,P2,P2,decided,p2_cap_guard,high,,验证随堂测结果弹窗（太棒啦）中仅显示‘讲知识错题’和‘查看解析’，不显示‘重学课程’,REJECT,semantic_duplicate:TC-093,False,False,False
TC-095,随堂测结果弹窗按钮,P2,P2,P2,P2,decided,p2_cap_guard,high,,验证随堂测结果弹窗（太遗憾了）中仅显示‘重学课程’和‘查看解析’，不显示‘讲知识错题’,REJECT,semantic_duplicate:TC-100,False,False,False
TC-096,跨模块回归-重学课程,P2,P2,P2,P2,decided,p2_cap_guard,high,,验证从随堂测结果弹窗点击‘重学课程’跳转至随堂测对应课程学习页面，并定位到知识点起始处,REJECT,semantic_duplicate:TC-083,False,False,False
TC-097,学员端-随堂测结果弹窗-查看解析,P2,P2,P2,P2,decided,p2_cap_guard,high,,验证随堂测结果弹窗中“查看解析”按钮功能,REJECT,semantic_duplicate:TC-089,False,False,False
TC-099,督导端-讲错题详情弹窗,P2,P2,P2,P2,decided,p2_cap_guard,high,,验证督导端查看讲错题详情弹窗显示完整信息：通过/未通过标识、AI问题、学生回答、追问、评价结果、得分,REJECT,semantic_duplicate:TC-038,False,False,False
TC-102,学员端-讲错题页面-异常引导,P2,P2,P2,P2,decided,model_semantic_consistent,high,,验证异常边界：学生重复已澄清疑问时系统提示“之前聊过，我们看看其他点”,PENDING,contains_pending_logic,False,True,False
TC-110,AI评分与结果弹窗,P2,P2,P2,P2,decided,model_semantic_consistent,high,,验证综合评分边界值8.0分时触发“太棒啦”提示及去日清按钮,REJECT,semantic_duplicate:TC-109,False,False,False
