candidate_index,case_id,description,test_module,model_priority_current,selected_by_review_llm,selected_by_review_must_keep,selected_by_review_constraints,selected_by_review_gate,retained_final,dropped_stage,dropped_reason,review_llm_drop_reason_raw,review_llm_drop_reason,review_llm_drop_reason_source,review_llm_drop_reason_evidence,has_positive_evidence,has_coverage_signal,has_high_signal,has_competition_signal,review_constraint_reason,bucket,rule_keys,adds_rule,adds_bucket,high_signal,has_coverage_value,retained_reason,rerank_rank,focus_score,covered_rule_ids,missing_rule_hits,core_rule_hits,coverage_gain_score,signature
1,TC-001,验证新用户首次进入定位学系统，完成教材/年级选择，并成功加载当前周数据。,全局控制与权限,P1,True,False,False,True,True,retained,retained,,,,,,,,,,全局控制与权限|state,[],False,False,True,True,retained_due_to_coverage_value,14,1,"[""RULE-007"", ""RULE-009"", ""RULE-011""]",[],[],20,全局控制与权限|验证新用户首次进入定位学系统，完成教材/年级选择，并成功加载当前周数据。|1. 教材/年级选择器正常弹出。2. 选择后，页面成功加载，并显示当前教学周（基于服务器时间）的待完成任务。3. 该教材/年级成为用户的默认选择。|选择教材：人教版，年级：三年级
2,TC-002,验证已选择过教材/年级的用户再次进入系统，自动加载默认教材/年级的当前周数据。,全局控制与权限,P1,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:fallback_unspecified,,fallback_unspecified,deterministic_backfill,"{""bucket"": ""全局控制与权限|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""has_coverage_value"": true, ""high_signal"": true, ""reuse_risk_hit"": false}",,,,,dropped_by_target_max,全局控制与权限|happy,[],False,False,False,False,,0,0,"[""RULE-007"", ""RULE-009"", ""RULE-011""]",[],[],20,全局控制与权限|验证已选择过教材/年级的用户再次进入系统，自动加载默认教材/年级的当前周数据。|系统自动加载默认教材（人教版，三年级）的当前教学周数据，无需再次选择。|无
3,TC-003,验证用户切换教材/年级，数据独立计数。,全局控制与权限,P1,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:fallback_unspecified,,fallback_unspecified,deterministic_backfill,"{""bucket"": ""全局控制与权限|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""has_coverage_value"": true, ""high_signal"": true, ""reuse_risk_hit"": false}",,,,,dropped_by_target_max,全局控制与权限|happy,[],False,False,False,False,,0,0,"[""RULE-007"", ""RULE-009"", ""RULE-011""]",[],[],20,全局控制与权限|验证用户切换教材/年级，数据独立计数。|1. 切换至教材b/年级y后，加载的是该教材/年级的当前周数据，与教材a的数据独立。2. 切换回教材a/年级x后，显示的数据与切换前一致，学习进度独立保存。|从教材a/年级x切换至教材b/年级y
4,TC-004,验证未付费用户访问定位学系统核心功能受限。,全局控制与权限,P1,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:fallback_unspecified,,fallback_unspecified,deterministic_backfill,"{""bucket"": ""全局控制与权限|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""has_coverage_value"": true, ""high_signal"": true, ""reuse_risk_hit"": false}",,,,,dropped_by_target_max,全局控制与权限|happy,[],False,False,False,False,,0,0,"[""RULE-009"", ""RULE-010""]",[],[],20,全局控制与权限|验证未付费用户访问定位学系统核心功能受限。|系统应进行付费校验，阻止用户使用完整功能（如提交任务、进入周末学习），可能展示引导付费页面或提示。|无
5,TC-005,验证教学周自动定位与手动切换功能。,全局控制与权限,P1,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:fallback_unspecified,,fallback_unspecified,deterministic_backfill,"{""bucket"": ""全局控制与权限|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""has_coverage_value"": true, ""high_signal"": true, ""reuse_risk_hit"": false}",,,,,dropped_by_target_max,全局控制与权限|happy,[],False,False,False,False,,0,0,"[""RULE-009""]",[],[],20,全局控制与权限|验证教学周自动定位与手动切换功能。|1. 首页自动定位并显示第10周（当前周）数据。2. 可以成功切换到第9周（历史周）和第11周（未来周），并加载对应周的数据。|切换教学周至第9周、第11周
6,TC-006,验证补做规则：在当前周（第10周）的补做期内，补做上周（第9周）的任务。,全局控制与权限,P1,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:fallback_unspecified,,fallback_unspecified,deterministic_backfill,"{""bucket"": ""全局控制与权限|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""has_coverage_value"": true, ""high_signal"": true, ""reuse_risk_hit"": false}",,,,,dropped_by_target_max,全局控制与权限|happy,[],False,False,False,False,,0,0,"[""RULE-009"", ""RULE-022""]",[],[],20,全局控制与权限|验证补做规则：在当前周（第10周）的补做期内，补做上周（第9周）的任务。|1. 可以切换到第9周。2. 可以正常提交任务答案，ai即时判分，错题归档，并更新第9周的知识点掌握度与薄弱点列表。|补做第9周任务
7,TC-007,验证补做规则：尝试补做超过上周的历史周（如第8周）任务。,全局控制与权限,P1,True,False,False,True,True,retained,retained,,,,,,,,,,全局控制与权限|state,[],False,False,True,True,retained_due_to_coverage_value,15,1,"[""RULE-009""]",[],[],20,全局控制与权限|验证补做规则：尝试补做超过上周的历史周（如第8周）任务。|第8周的任务状态应为“仅可查看”，无法进行提交、判分等操作。|尝试操作第8周任务
8,TC-008,验证过期规则：周日24:00后，当前周任务仅可查看。,全局控制与权限,P1,True,False,False,True,True,retained,retained,,,,,,,,,,全局控制与权限|state,[],False,False,True,True,retained_due_to_coverage_value,16,1,"[""RULE-009"", ""RULE-014""]",[],[],20,全局控制与权限|验证过期规则：周日24:00后，当前周任务仅可查看。|第10周的所有任务状态变为“仅可查看”，无法进行任何提交、判分、开始学习等操作。|无
9,TC-009,验证周中任务提交与AI即时判分、错题归档流程。,任务与判分,P1,True,False,False,True,True,retained,retained,,,,,,,,,,任务与判分|exception,[],False,True,True,True,retained_default,3,3,"[""RULE-015"", ""RULE-016""]",[],[],20,任务与判分|验证周中任务提交与ai即时判分、错题归档流程。|1. 提交后，系统立即进行ai判分，并显示判分结果（如正确/错误）。2. 错题被自动归档到“我的错题”本中，并按日期（本周）分类。3. 该任务状态变为“已完成”。|提交包含错误的周中任务答案
10,TC-010,验证连续学习天数计算：连续完成学习后天数累加。,学习数据与统计,P2,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:fallback_unspecified,,fallback_unspecified,deterministic_backfill,"{""bucket"": ""学习数据与统计|happy"", ""priority"": ""P2"", ""focus_score"": 0, ""has_coverage_value"": true, ""high_signal"": true, ""reuse_risk_hit"": false}",,,,,dropped_by_target_max,学习数据与统计|happy,[],False,False,False,False,,0,0,"[""RULE-019""]",[],[],20,学习数据与统计|验证连续学习天数计算：连续完成学习后天数累加。|连续学习天数更新为n+1。|完成当日任务
11,TC-011,验证连续学习天数中断清零规则。,学习数据与统计,P2,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:fallback_unspecified,,fallback_unspecified,deterministic_backfill,"{""bucket"": ""学习数据与统计|happy"", ""priority"": ""P2"", ""focus_score"": 0, ""has_coverage_value"": true, ""high_signal"": true, ""reuse_risk_hit"": false}",,,,,dropped_by_target_max,学习数据与统计|happy,[],False,False,False,False,,0,0,"[""RULE-019"", ""RULE-020""]",[],[],20,学习数据与统计|验证连续学习天数中断清零规则。|连续学习天数重置为1。|中断后完成任务
12,TC-012,验证知识点掌握度三态（薄弱/一般/熟练）的计算与展示。,学习数据与统计,P1,True,False,False,True,True,retained,retained,,,,,,,,,,学习数据与统计|state,[],False,False,True,True,retained_due_to_coverage_value,17,1,"[""RULE-019"", ""RULE-022""]",[],[],20,学习数据与统计|验证知识点掌握度三态（薄弱/一般/熟练）的计算与展示。|系统应根据用户本周对该知识点的答题正确率等因素，正确显示“薄弱”、“一般”或“熟练”状态。|无
13,TC-013,验证周一习题本在当日任务完成后自动生成，并验证其“无/全对/有错题”三态。,学习数据与统计,P1,True,False,False,True,True,retained,retained,,,,,,,,,,学习数据与统计|state,[],False,True,True,True,retained_default,9,1,"[""RULE-019"", ""RULE-023""]",[],[],20,学习数据与统计|验证周一习题本在当日任务完成后自动生成，并验证其“无/全对/有错题”三态。|1. 任务完成后，周一习题本自动生成，状态为“全对”。2. 重新学习并产生错题后，周一习题本状态更新为“有错题”。若无任务，则状态为“无”。|1. 全对完成任务。 2. 重学后产生错题。
14,TC-014,验证薄弱点列表的排序规则（按知识点名称、关联、错题数、掌握度）与实时更新。,AI定位与推荐,P1,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:fallback_unspecified,,fallback_unspecified,deterministic_backfill,"{""bucket"": ""ai定位与推荐|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""has_coverage_value"": true, ""high_signal"": true, ""reuse_risk_hit"": false}",,,,,dropped_by_target_max,ai定位与推荐|happy,[],False,False,False,False,,0,0,"[""RULE-004"", ""RULE-024"", ""RULE-026""]",[],[],0,ai定位与推荐|验证薄弱点列表的排序规则（按知识点名称、关联、错题数、掌握度）与实时更新。|1. 薄弱点列表初始展示符合排序规则。2. 新增错题后，列表内容及顺序应实时更新，反映最新的错题数和掌握度变化。|新增错题
15,TC-015,验证周末课程推荐基于本周全量答题数据生成，且周六周日内容相同。,AI定位与推荐,P1,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:fallback_unspecified,,fallback_unspecified,deterministic_backfill,"{""bucket"": ""ai定位与推荐|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""has_coverage_value"": true, ""high_signal"": true, ""reuse_risk_hit"": false}",,,,,dropped_by_target_max,ai定位与推荐|happy,[],False,False,False,False,,0,0,"[""RULE-004"", ""RULE-024"", ""RULE-027"", ""RULE-047""]",[],[],20,ai定位与推荐|验证周末课程推荐基于本周全量答题数据生成，且周六周日内容相同。|1. 周六显示的推荐课程包是基于用户本周全量答题数据（包括做对的题和错题）生成的。2. 周日显示的推荐课程包内容与周六完全相同。|无
16,TC-016,验证周末学习断点续播与进度同步。,周末学习与测评,P1,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:fallback_unspecified,,fallback_unspecified,deterministic_backfill,"{""bucket"": ""周末学习与测评|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""has_coverage_value"": true, ""high_signal"": true, ""reuse_risk_hit"": false}",,,,,dropped_by_target_max,周末学习与测评|happy,[],False,False,False,False,,0,0,"[""RULE-004"", ""RULE-028""]",[],[],0,周末学习与测评|验证周末学习断点续播与进度同步。|1. 首页的周末任务入口应能显示学习进度（如“继续学习”）。2. 再次进入后，课程应从上次退出的断点处或最近未学完的课时开始续播。|中断学习后重新进入
17,TC-017,验证周末随堂测评完整流程（打印-手写-拍照上传-OCR判分-错题归档）。,周末学习与测评,P1,True,False,False,True,True,retained,retained,,,,,,,,,,周末学习与测评|exception,[],False,True,True,True,retained_default,7,2,"[""RULE-028"", ""RULE-030""]",[],[],-8,周末学习与测评|验证周末随堂测评完整流程（打印-手写-拍照上传-ocr判分-错题归档）。|1. 拍照上传后，系统成功进行ocr识别和ai判分，并显示题目对错。2. 判为错误的题目，被归集到“我的错题”本中，且模块标记为“定位学-数学”。|上传包含错误答案的手写照片
18,TC-018,验证学习报告页的生成与分享功能（家长仅读）。,学习报告页,P1,False,True,False,True,True,retained,retained,,,,,,,,,,学习报告页|risk,[],False,True,True,True,retained_default,2,0,"[""RULE-032"", ""RULE-033"", ""RULE-035"", ""RULE-049""]",[],[],20,学习报告页|验证学习报告页的生成与分享功能（家长仅读）。|1. 系统基于学习与测评数据自动生成专业报告。2. 分享成功。3. “家长”身份打开报告后，仅有查看权限，无法进行重新学习、返回首页等操作。|分享学习报告
19,TC-019,验证学习报告页“重新学习”功能在有效期内可用。,学习报告页,P1,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:fallback_unspecified,,fallback_unspecified,deterministic_backfill,"{""bucket"": ""学习报告页|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""has_coverage_value"": true, ""high_signal"": true, ""reuse_risk_hit"": false}",,,,,dropped_by_target_max,学习报告页|happy,[],False,False,False,False,,0,0,"[""RULE-032"", ""RULE-049""]",[],[],-8,学习报告页|验证学习报告页“重新学习”功能在有效期内可用。|系统应允许重置本周的周末学习任务，用户可以重新开始学习流程。|在当前周点击重新学习
20,TC-020,验证学习报告页“返回首页”功能将标记周末任务为已完成。,学习报告页,P1,False,True,False,True,True,retained,retained,,,,,,,,,,学习报告页|state,[],False,True,True,True,retained_default,1,1,"[""RULE-032"", ""RULE-049""]",[],[],-8,学习报告页|验证学习报告页“返回首页”功能将标记周末任务为已完成。|1. 成功返回首页。2. 首页中当前周的周末任务状态被标记为“已完成”。|点击返回首页
21,TC-021,验证督导端“申请拍照判题”功能可用，且提交后状态可被督导查看。,督导端,P1,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:fallback_unspecified,,fallback_unspecified,deterministic_backfill,"{""bucket"": ""督导端|state"", ""priority"": ""P1"", ""focus_score"": 1, ""has_coverage_value"": true, ""high_signal"": true, ""reuse_risk_hit"": false}",,,,,dropped_by_target_max,督导端|state,[],False,False,False,False,,0,1,"[""RULE-042"", ""RULE-049""]",[],[],-8,督导端|验证督导端“申请拍照判题”功能可用，且提交后状态可被督导查看。|1. 学生端申请成功。2. 督导端能及时看到该学生的拍照判题申请。|学生申请拍照判题
22,TC-022,验证督导端“完成判卷”仅为流程标记，不改变学生学情数据。,督导端,P1,True,False,False,True,True,retained,retained,,,,,,,,,,督导端|state,[],False,True,True,True,retained_default,10,1,"[""RULE-022"", ""RULE-042"", ""RULE-044"", ""RULE-045"", ""RULE-049""]",[],[],20,督导端|验证督导端“完成判卷”仅为流程标记，不改变学生学情数据。|1. 该题被归入学生的错题本。2. 学生的知识点掌握度、薄弱点列表、周末课程推荐等学情数据未因督导的“完成判卷”操作而发生变化。该操作仅完成流程标记。|督导点击完成判卷
23,TC-023,验证网络异常时，系统有通用提示，且已加载数据被保留。,异常与边界,P2,True,False,False,True,True,retained,retained,,,,,,,,,,异常与边界|exception,[],False,True,True,True,retained_default,6,3,"[""RULE-058"", ""RULE-059""]",[],[],20,异常与边界|验证网络异常时，系统有通用提示，且已加载数据被保留。|1. 操作失败，系统给出通用网络异常提示（如“网络连接失败”）。2. 断网前已加载的页面数据（任务列表）未被清空，仍然保留。3. 恢复网络后，可手动重试并成功。|断网状态下提交任务
24,TC-024,验证无薄弱点/无学习数据时，界面按钮置灰与兜底文案展示。,异常与边界,P2,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:fallback_unspecified,,fallback_unspecified,deterministic_backfill,"{""bucket"": ""异常与边界|happy"", ""priority"": ""P2"", ""focus_score"": 0, ""has_coverage_value"": true, ""high_signal"": true, ""reuse_risk_hit"": false}",,,,,dropped_by_target_max,异常与边界|happy,[],False,False,False,False,,0,0,"[""RULE-004"", ""RULE-049"", ""RULE-058"", ""RULE-060""]",[],[],20,异常与边界|验证无薄弱点/无学习数据时，界面按钮置灰与兜底文案展示。|1. 薄弱点列表页面显示兜底文案（如“暂无薄弱知识点”）。2. 相关操作按钮（如“开始专项提升”，如果存在）应置灰不可点击。3. 周末课程推荐区域显示相应兜底文案。|无
25,TC-025,验证跨模块跳转：从错题本跳转回原学习模块（如周末学习报告）。,错题本与去重,P2,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:fallback_unspecified,,fallback_unspecified,deterministic_backfill,"{""bucket"": ""错题本与去重|happy"", ""priority"": ""P2"", ""focus_score"": 0, ""has_coverage_value"": true, ""high_signal"": true, ""reuse_risk_hit"": false}",,,,,dropped_by_target_max,错题本与去重|happy,[],False,False,False,False,,0,0,"[""RULE-032"", ""RULE-039""]",[],[],-8,错题本与去重|验证跨模块跳转：从错题本跳转回原学习模块（如周末学习报告）。|能够成功跳转到对应的学习报告页或知识点学习页面，实现跨模块查看。|点击错题并跳转
26,TC-051,验证周末课程推荐的数据源整合：基于本周全量答题数据（周中任务+周一习题本）生成推荐内容。,AI定位与推荐,P1,True,False,False,True,True,retained,retained,,,,,,,,,,ai定位与推荐|happy,[],False,True,True,True,retained_default,11,0,"[""RULE-004"", ""RULE-024"", ""RULE-027"", ""RULE-047""]",[],[],20,ai定位与推荐|验证周末课程推荐的数据源整合：基于本周全量答题数据（周中任务+周一习题本）生成推荐内容。|1. 系统生成的周末课程推荐内容，应包含针对知识点a的专项提升内容。2. 系统生成的周末课程推荐内容，也应包含针对知识点b的专项提升内容。3. 推荐内容反映了本周全量答题数据（周中任务与周一习题本）的分析结果。|无
27,TC-026,验证数据主键由用户×教材/年级×教学周三维决定的机制，确保数据隔离与正确加载。,全局控制与权限,P1,True,False,False,True,True,retained,retained,,,,,,,,,,全局控制与权限|state,[],False,True,True,True,retained_default,8,1,"[""RULE-007"", ""RULE-009"", ""RULE-011"", ""RULE-063""]",[],[],20,全局控制与权限|验证数据主键由用户×教材/年级×教学周三维决定的机制，确保数据隔离与正确加载。|1. 用户a看到的是其本人、教材x/年级m、第10周的数据。2. 用户b查看教材x/年级m的第10周时，看到的是空数据或b自己的数据（如果b曾使用过此组合），与用户a的数据完全隔离。3. 用户b查看教材y/年级n的第10周时，看到的是其本人该组合下的数据。|不同用户、不同教材/年级组合查看同一教学周
28,TC-027,验证系统固定节奏：周中任务完成后，周末自动生成专项提升课程包。,全局控制与权限,P1,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:fallback_unspecified,,fallback_unspecified,deterministic_backfill,"{""bucket"": ""全局控制与权限|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""has_coverage_value"": true, ""high_signal"": true, ""reuse_risk_hit"": false}",,,,,dropped_by_target_max,全局控制与权限|happy,[],False,False,False,False,,0,0,"[""RULE-009""]",[],[],20,全局控制与权限|验证系统固定节奏：周中任务完成后，周末自动生成专项提升课程包。|周末学习模块已基于本周错题本生成了统一的专项提升课程包，可供学习。|周中完成任务后进入周末
