case_id,module,priority,scene,judge_status,reject_reason,hit_confirmed_fact,hit_pending,hit_reuse_risk
TC-001,定位学系统-核心闭环,P1,核心闭环完整性验证：从周中做题采集数据 → AI定位薄弱点 → 周末课程推荐生成 → 学习报告反馈的完整端到端流程,PASS,-,False,False,False
TC-002,定位学系统-跨模块联动,P1,跨模块联动验证：首页工单台任务状态与定位学系统任务状态实时同步,PASS,-,False,False,False
TC-003,学习报告页,P1,学习报告基于学习与测评数据自动生成，补做后全量覆盖更新,PASS,-,False,False,False
TC-004,学习报告页,P1,返回首页操作将当前周周末任务标记为已完成,PASS,-,False,False,False
TC-005,学习报告页,P1,重新学习操作仅在当前周或上周补做期内可重置，重置后任务状态恢复为待完成,PASS,-,False,False,False
TC-006,定位学系统-错题本,P1,错题本跨模块跳转后返回原页面状态保持验证,PASS,-,False,False,False
TC-007,定位学系统-全局控制,P1,教学周前后切换数据保持验证：从当前周切换到上周再切回，数据无丢失或异常,PASS,-,False,False,False
TC-008,定位学系统-全局控制,P1,教材/年级切换后独立计数验证：切换不同教材时，任务进度、学习数据互不影响,PASS,-,False,False,False
TC-009,任务与判分,P1,任务状态仅存在‘已完成’和‘待完成’两种状态，提交后从待完成变为已完成,PASS,-,False,False,False
TC-010,任务与判分,P2,周中任务提交后，AI即时判分并将错题归档至错题本（按日期）,PASS,-,False,False,False
TC-011,任务与判分,P1,督导端‘完成判卷’按钮仅用于流程标记，不改变任务状态和学情数据,PASS,-,False,False,False
TC-012,定位学系统-异常与边界,P2,网络恢复后离线数据同步验证：断网期间提交的任务在联网后自动同步,PASS,-,False,False,False
TC-013,全局控制与权限,P1,选择教材/年级时服务器返回500错误，系统显示错误提示并支持重试,PASS,-,False,False,False
TC-014,全局控制与权限,P1,付费用户会话期间付费状态被后台撤销，系统在发起需付费功能请求时立即限制功能并提示,PASS,-,False,False,False
TC-015,全局控制与权限,P1,首次选择教材/年级时网络异常导致保存失败，系统应提示重新选择，不允许进入主界面,PASS,-,False,False,False
TC-016,全局控制与权限,P2,服务器时间跨周日24:00边界：时间从周日23:59:59变为周一00:00:00时，教学周自动切换为新一周，且上周任务变为仅可查看,PASS,-,False,False,False
TC-017,全局控制与权限,P2,教学周切换至第一周时上一周箭头置灰/隐藏，切换至最后一周时下一周箭头置灰/隐藏,PASS,-,False,False,False
TC-018,定位学系统-学习报表,P1,学习报表正确率计算验证：错误数/总做题数，未做题目不计入分母,PASS,-,False,False,False
TC-019,定位学系统-学习报表,P1,学习报表互动统计验证：定位学记录题型演练完成/总数，各题型数据正确,PASS,-,False,False,False
TC-020,定位学系统-学习报表,P1,学习报表周周期统计验证：切换不同教学周，报表数据按周准确显示,PASS,-,False,False,False
TC-021,异常与边界,P1,网络异常时系统显示通用提示，保留已加载数据，支持重试,PASS,-,False,False,False
TC-022,异常与边界,P2,无薄弱点/无学习数据时，对应按钮置灰并显示兜底文案,PASS,-,False,False,False
TC-023,督导端,P1,督导端单题错题集：拍照判题->可预览修改->点击完成判卷后入错题本，不进行错题推荐,PASS,-,False,False,False
TC-024,定位学系统-学习报告页,P2,学习报告答题照片区最大20张限制验证：超过20张时仅保留前20张或提示不可再上传,PASS,-,False,False,False
TC-025,周一习题本,P2,周一习题本在当日任务完成后自动生成，状态为无/全对/有错题三态之一,PASS,-,False,False,False
TC-026,定位学系统-周一习题本,P2,周一习题本无错题态下游统计验证：当日任务全对时，习题本状态为‘全对’，下游统计中本周完成题数与正确率正确累加,PASS,-,False,False,False
TC-027,定位学系统-全局控制与权限,P1,付费用户完整功能访问验证：付费后所有高级功能页面（周末课程推荐、学习报告、AI定位等）正常加载,PASS,-,False,False,False
AUTO-CORE-FLOW,学习路径-核心工作流,P1,验证完整学习路径闭环：学课文 -> 词组消消乐 -> 选词填空 -> 返回首页,REPAIRABLE,-,False,False,False
