candidate_index,case_id,description,test_module,model_priority_current,dropped_stage,dropped_reason,review_llm_drop_reason_raw,review_llm_drop_reason,review_llm_drop_reason_source,review_llm_drop_reason_evidence,has_positive_evidence,has_coverage_signal,has_high_signal,has_competition_signal,bucket,has_coverage_value,high_signal,covered_rule_ids
1,TC-001,未付费用户进入定位学系统时，校验功能受限（如周末课程推荐、学习报告等完整功能不可用）,全局控制与权限,P1,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""全局控制与权限|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 20, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-004"", ""RULE-009"", ""RULE-049""], ""reuse_risk_hit"": false}",True,True,True,False,全局控制与权限|happy,False,False,"[""RULE-004"", ""RULE-009"", ""RULE-049""]"
2,TC-002,首次选择教材/年级后默认保存，后续登录自动加载上一次选择的教材/年级,全局控制与权限,P1,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""全局控制与权限|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 20, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-007"", ""RULE-009"", ""RULE-011""], ""reuse_risk_hit"": false}",True,True,True,False,全局控制与权限|happy,False,False,"[""RULE-007"", ""RULE-009"", ""RULE-011""]"
3,TC-003,教学周自动定位当前周，支持切换前一周和后一周,全局控制与权限,P1,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""全局控制与权限|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 20, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-009"", ""RULE-012""], ""reuse_risk_hit"": false}",True,True,True,False,全局控制与权限|happy,False,False,"[""RULE-009"", ""RULE-012""]"
4,TC-004,历史周补做范围：当前周与上周补做期内可操作，更早的周仅可查看不可操作,全局控制与权限,P1,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""全局控制与权限|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 20, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-009"", ""RULE-013"", ""RULE-049""], ""reuse_risk_hit"": false}",True,True,True,False,全局控制与权限|happy,False,False,"[""RULE-009"", ""RULE-013"", ""RULE-049""]"
5,TC-005,过期规则：周日24:00后当前周仅可查看，不可操作（切换为历史周处理）,全局控制与权限,P1,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""全局控制与权限|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 20, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-009"", ""RULE-014""], ""reuse_risk_hit"": false}",True,True,True,False,全局控制与权限|happy,False,False,"[""RULE-009"", ""RULE-014""]"
9,TC-009,周末课程包基于本周错题本生成，周六与周日内容相同,周末学习与测评,P1,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""周末学习与测评|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": -8, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-018"", ""RULE-028"", ""RULE-047""], ""reuse_risk_hit"": false}",True,True,True,False,周末学习与测评|happy,False,False,"[""RULE-018"", ""RULE-028"", ""RULE-047""]"
10,TC-010,随堂测评流程：打印题→手写→拍照上传→OCR+AI判分→错题归入‘定位学-数学’,周末学习与测评,P1,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""周末学习与测评|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": -8, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-028"", ""RULE-030"", ""RULE-049""], ""reuse_risk_hit"": false}",True,True,True,False,周末学习与测评|happy,False,False,"[""RULE-028"", ""RULE-030"", ""RULE-049""]"
11,TC-011,周末视频学习支持断点续播，进度同步至课程推荐页和首页,周末学习与测评,P1,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""周末学习与测评|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": -8, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-004"", ""RULE-028""], ""reuse_risk_hit"": false}",True,True,True,False,周末学习与测评|happy,False,False,"[""RULE-004"", ""RULE-028""]"
12,TC-012,随堂测评提交全部后自动生成学习报告，报告内容包含本次测评数据,周末学习与测评,P1,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""周末学习与测评|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": -8, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-028"", ""RULE-032""], ""reuse_risk_hit"": false}",True,True,True,False,周末学习与测评|happy,False,False,"[""RULE-028"", ""RULE-032""]"
14,TC-014,家长通过微信分享链接查看报告时仅拥有只读权限，无法操作,学习报告页,P1,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""学习报告页|risk"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": -8, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-032"", ""RULE-035"", ""RULE-049""], ""reuse_risk_hit"": false}",True,True,True,False,学习报告页|risk,False,False,"[""RULE-032"", ""RULE-035"", ""RULE-049""]"
