candidate_index,case_id,description,test_module,model_priority_current,dropped_stage,dropped_reason,review_llm_drop_reason_raw,review_llm_drop_reason,review_llm_drop_reason_source,review_llm_drop_reason_evidence,has_positive_evidence,has_coverage_signal,has_high_signal,has_competition_signal,bucket,has_coverage_value,high_signal,covered_rule_ids
2,TC-002,首次使用强制选择教材版本和年级：未设置默认教材年级时，进入首页弹出选择弹窗，选择后保存为默认,首页-教材年级选择,P1,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""首页-教材年级选择|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 28, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [""RULE-098""], ""unique_coverage_hits"": [""RULE-001"", ""RULE-003"", ""RULE-004"", ""RULE-058"", ""RULE-065"", ""RULE-083"", ""RULE-096"", ""RULE-097"", ""RULE-098"", ""RULE-099"", ""RULE-100"", ""RULE-107"", ""RULE-109"", ""RULE-113""], ""reuse_risk_hit"": false}",True,True,True,False,首页-教材年级选择|happy,True,False,"[""RULE-001"", ""RULE-003"", ""RULE-004"", ""RULE-058"", ""RULE-065"", ""RULE-083"", ""RULE-096"", ""RULE-097"", ""RULE-098"", ""RULE-099"", ""RULE-100"", ""RULE-107"", ""RULE-109"", ""RULE-113""]"
3,TC-003,后续使用自动加载上次教材年级：已设置默认教材年级的用户再次进入首页，自动加载上次使用的教材和年级,首页-教材年级选择,P2,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""首页-教材年级选择|happy"", ""priority"": ""P2"", ""focus_score"": 0, ""coverage_gain_score"": 28, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [""RULE-098""], ""unique_coverage_hits"": [""RULE-065"", ""RULE-096"", ""RULE-098"", ""RULE-099"", ""RULE-100"", ""RULE-109"", ""RULE-113""], ""reuse_risk_hit"": false}",True,True,True,False,首页-教材年级选择|happy,True,False,"[""RULE-065"", ""RULE-096"", ""RULE-098"", ""RULE-099"", ""RULE-100"", ""RULE-109"", ""RULE-113""]"
6,TC-006,切换周次查看前/后周数据：通过箭头按钮可查看上一周或下一周数据,首页-教学周切换,P2,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""首页-教学周切换|state"", ""priority"": ""P2"", ""focus_score"": 1, ""coverage_gain_score"": 20, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-065"", ""RULE-087"", ""RULE-092"", ""RULE-101"", ""RULE-107"", ""RULE-111"", ""RULE-112"", ""RULE-113""], ""reuse_risk_hit"": false}",True,True,True,False,首页-教学周切换|state,False,False,"[""RULE-065"", ""RULE-087"", ""RULE-092"", ""RULE-101"", ""RULE-107"", ""RULE-111"", ""RULE-112"", ""RULE-113""]"
12,TC-012,连续学习天数计算：某天有任务完成则连续天数+1，次日无任何任务完成则清零,首页-连续学习天数,P2,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""首页-连续学习天数|happy"", ""priority"": ""P2"", ""focus_score"": 0, ""coverage_gain_score"": -8, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-092""], ""reuse_risk_hit"": false}",True,True,True,False,首页-连续学习天数|happy,False,False,"[""RULE-092""]"
15,TC-015,周⼀习题本未完成任务时不显示：周一任务状态为待完成时，首页不显示该模块,周⼀习题本-空状态,P2,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""周⼀习题本-空状态|state"", ""priority"": ""P2"", ""focus_score"": 1, ""coverage_gain_score"": 20, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-087""], ""reuse_risk_hit"": false}",True,True,True,False,周⼀习题本-空状态|state,False,False,"[""RULE-087""]"
17,TC-017,AI薄弱点定位页面加载和分析：基于本周答题数据生成知识点列表，按掌握度从低到高排序,薄弱点定位-数据分析,P1,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""薄弱点定位-数据分析|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 20, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-004"", ""RULE-057"", ""RULE-092"", ""RULE-109"", ""RULE-113"", ""RULE-118""], ""reuse_risk_hit"": false}",True,True,True,False,薄弱点定位-数据分析|happy,False,False,"[""RULE-004"", ""RULE-057"", ""RULE-092"", ""RULE-109"", ""RULE-113"", ""RULE-118""]"
18,TC-018,薄弱点定位补做时间规则：上周可在当前周补做期内进行补做，更早历史周仅可查看不可操作,薄弱点定位-补做时间,P2,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""薄弱点定位-补做时间|happy"", ""priority"": ""P2"", ""focus_score"": 0, ""coverage_gain_score"": 20, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-057"", ""RULE-101"", ""RULE-107"", ""RULE-113"", ""RULE-118""], ""reuse_risk_hit"": false}",True,True,True,False,薄弱点定位-补做时间|happy,False,False,"[""RULE-057"", ""RULE-101"", ""RULE-107"", ""RULE-113"", ""RULE-118""]"
19,TC-019,课程推荐页面无有效薄弱点数据时展示兜底文案，立即开始学习按钮置灰,课程推荐-无数据兜底,P2,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""课程推荐-无数据兜底|state"", ""priority"": ""P2"", ""focus_score"": 1, ""coverage_gain_score"": 20, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-057"", ""RULE-087"", ""RULE-113""], ""reuse_risk_hit"": false}",True,True,True,False,课程推荐-无数据兜底|state,False,False,"[""RULE-057"", ""RULE-087"", ""RULE-113""]"
20,TC-020,课程推荐按推荐顺序跳转在线学习：点击“立即开始学习”后按课程顺序跳转至在线学习页面,课程推荐-跳转在线学习,P1,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""课程推荐-跳转在线学习|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 20, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-109"", ""RULE-118""], ""reuse_risk_hit"": false}",True,True,True,False,课程推荐-跳转在线学习|happy,False,False,"[""RULE-109"", ""RULE-118""]"
21,TC-021,在线学习视频支持断点续播：中途退出后重新进入，从上次进度继续播放,在线学习-断点续播,P1,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""在线学习-断点续播|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 20, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-113""], ""reuse_risk_hit"": false}",True,True,True,False,在线学习-断点续播|happy,False,False,"[""RULE-113""]"
