candidate_index,case_id,description,test_module,model_priority_current,dropped_stage,dropped_reason,review_llm_drop_reason_raw,review_llm_drop_reason,review_llm_drop_reason_source,review_llm_drop_reason_evidence,has_positive_evidence,has_coverage_signal,has_high_signal,has_competition_signal,bucket,has_coverage_value,high_signal,covered_rule_ids
1,TC-001,付费校验：未付费用户访问定位学核心功能，验证功能受限,全局控制与权限,P2,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""全局控制与权限|happy"", ""priority"": ""P2"", ""focus_score"": 0, ""coverage_gain_score"": 20, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-009"", ""RULE-010"", ""RULE-048"", ""RULE-049""], ""reuse_risk_hit"": false}",True,True,True,False,全局控制与权限|happy,False,False,"[""RULE-009"", ""RULE-010"", ""RULE-048"", ""RULE-049""]"
3,TC-003,教学周自动定位并支持前后周切换，历史周补做/查看规则,全局控制与权限,P1,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""全局控制与权限|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 20, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-007"", ""RULE-009"", ""RULE-011"", ""RULE-049""], ""reuse_risk_hit"": false}",True,True,True,False,全局控制与权限|happy,False,False,"[""RULE-007"", ""RULE-009"", ""RULE-011"", ""RULE-049""]"
4,TC-004,过期规则：周日24:00后仅可查看，不可操作,全局控制与权限,P1,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""全局控制与权限|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 20, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-009"", ""RULE-014"", ""RULE-049""], ""reuse_risk_hit"": false}",True,True,True,False,全局控制与权限|happy,False,False,"[""RULE-009"", ""RULE-014"", ""RULE-049""]"
7,TC-007,周末课程包由教研基于本周错题本生成，周六与周日内容相同,任务与判分,P2,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""任务与判分|happy"", ""priority"": ""P2"", ""focus_score"": 0, ""coverage_gain_score"": -8, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-015"", ""RULE-018"", ""RULE-047""], ""reuse_risk_hit"": false}",True,True,True,False,任务与判分|happy,False,False,"[""RULE-015"", ""RULE-018"", ""RULE-047""]"
8,TC-008,连续学习天数计算：当天完成任务+1，中断清零,学习数据与统计,P1,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""学习数据与统计|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 20, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-019"", ""RULE-020""], ""reuse_risk_hit"": false}",True,True,True,False,学习数据与统计|happy,False,False,"[""RULE-019"", ""RULE-020""]"
9,TC-009,知识点掌握度按本周答题情况计算，分薄弱/一般/熟练,学习数据与统计,P1,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""学习数据与统计|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 20, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-019"", ""RULE-022""], ""reuse_risk_hit"": false}",True,True,True,False,学习数据与统计|happy,False,False,"[""RULE-019"", ""RULE-022""]"
11,TC-011,薄弱点列表实时更新：本周新错题后立即出现在列表中,AI定位与推荐,P1,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""ai定位与推荐|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": -8, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-004"", ""RULE-024"", ""RULE-026""], ""reuse_risk_hit"": false}",True,True,True,False,ai定位与推荐|happy,False,False,"[""RULE-004"", ""RULE-024"", ""RULE-026""]"
12,TC-012,历史周仅补做时更新薄弱点列表,AI定位与推荐,P1,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""ai定位与推荐|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": -8, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-004"", ""RULE-024"", ""RULE-026""], ""reuse_risk_hit"": false}",True,True,True,False,ai定位与推荐|happy,False,False,"[""RULE-004"", ""RULE-024"", ""RULE-026""]"
13,TC-013,周末课程推荐基于本周全量答题数据（非仅错题）生成,AI定位与推荐,P1,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""ai定位与推荐|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 20, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-004"", ""RULE-024"", ""RULE-027""], ""reuse_risk_hit"": false}",True,True,True,False,ai定位与推荐|happy,False,False,"[""RULE-004"", ""RULE-024"", ""RULE-027""]"
15,TC-015,断点续播：周末课程观看中途退出后，再次进入可续播,周末学习与测评,P1,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""周末学习与测评|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": -8, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-028""], ""reuse_risk_hit"": false}",True,True,True,False,周末学习与测评|happy,False,False,"[""RULE-028""]"
