candidate_index,case_id,description,test_module,model_priority_current,selected_by_review_llm,selected_by_review_must_keep,selected_by_review_constraints,selected_by_review_gate,retained_final,dropped_stage,dropped_reason,review_llm_drop_reason_raw,review_llm_drop_reason,review_llm_drop_reason_source,review_llm_drop_reason_evidence,has_positive_evidence,has_coverage_signal,has_high_signal,has_competition_signal,review_constraint_reason,bucket,rule_keys,adds_rule,adds_bucket,high_signal,has_coverage_value,retained_reason,rerank_rank,focus_score,covered_rule_ids,missing_rule_hits,core_rule_hits,coverage_gain_score,signature
1,TC-001,用户首次进入系统时，强制弹出教材版本和年级选择弹窗,首页-全局控制,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,首页-全局控制|happy,[],False,False,True,True,retained_due_to_coverage_value,15,0,"[""RULE-098"", ""RULE-107"", ""RULE-113""]",[],"[""RULE-098""]",28,首页-全局控制|用户首次进入系统时，强制弹出教材版本和年级选择弹窗|弹出教材版本和年级选择弹窗，用户必须选择一个教材版本和年级后才能继续操作；未选择前无法查看首页内容。|无
2,TC-002,非首次使用用户进入首页时自动加载上次使用的教材版本和年级,首页-全局控制,P1,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,coverage_redundant,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""首页-全局控制|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 28, ""selected_case_ids"": [""TC-001"", ""TC-004"", ""TC-037""], ""selected_count_in_bucket"": 3, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [""RULE-098""], ""unique_coverage_hits"": [""RULE-065"", ""RULE-096"", ""RULE-098"", ""RULE-099"", ""RULE-100"", ""RULE-107"", ""RULE-109""], ""reuse_risk_hit"": false, ""reason_from"": ""llm"", ""reason_adjusted_from"": ""coverage_redundant"", ""reason_adjusted_to"": ""coverage_protected_omitted"", ""reason_adjustment_rule"": ""llm_coverage_redundant_with_coverage_signal""}",True,True,True,False,,首页-全局控制|happy,[],False,False,False,True,,0,0,"[""RULE-065"", ""RULE-096"", ""RULE-098"", ""RULE-099"", ""RULE-100"", ""RULE-107"", ""RULE-109""]",[],"[""RULE-098""]",28,首页-全局控制|非首次使用用户进入首页时自动加载上次使用的教材版本和年级|首页自动加载用户上次选择的教材版本和年级，展示对应的当前教学周的任务列表。|无
3,TC-003,切换教材版本或年级后，页面立即重新加载新组合下的当前教学周数据,首页-全局控制,P1,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,coverage_redundant,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""首页-全局控制|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 28, ""selected_case_ids"": [""TC-001"", ""TC-004"", ""TC-037""], ""selected_count_in_bucket"": 3, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [""RULE-098""], ""unique_coverage_hits"": [""RULE-065"", ""RULE-098"", ""RULE-101"", ""RULE-109"", ""RULE-113""], ""reuse_risk_hit"": false, ""reason_from"": ""llm"", ""reason_adjusted_from"": ""coverage_redundant"", ""reason_adjusted_to"": ""coverage_protected_omitted"", ""reason_adjustment_rule"": ""llm_coverage_redundant_with_coverage_signal""}",True,True,True,False,,首页-全局控制|happy,[],False,False,False,True,,0,0,"[""RULE-065"", ""RULE-098"", ""RULE-101"", ""RULE-109"", ""RULE-113""]",[],"[""RULE-098""]",28,首页-全局控制|切换教材版本或年级后，页面立即重新加载新组合下的当前教学周数据|首页任务列表立即刷新，显示北师大版三年级当前教学周的任务，之前的进度和数据完全独立。|切换教材版本为北师大版，年级仍为三年级
4,TC-004,未付费用户点击任何学习入口时弹出提示弹窗,首页-全局控制,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,首页-全局控制|happy,[],False,True,True,True,retained_default,3,0,"[""RULE-035"", ""RULE-058"", ""RULE-086"", ""RULE-087"", ""RULE-088"", ""RULE-089"", ""RULE-090"", ""RULE-091"", ""RULE-092"", ""RULE-093"", ""RULE-094"", ""RULE-098""]",[],"[""RULE-098""]",28,首页-全局控制|未付费用户点击任何学习入口时弹出提示弹窗|每个入口均弹出提示弹窗：'开启完整学习体验。购买后即可解锁全部周中练习、周末提升和错题解析功能，开启你的定制化进步之路。'|无
5,TC-005,付费用户点击学习入口正常跳转,首页-全局控制,P1,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,coverage_redundant,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""首页-全局控制|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 13, ""selected_case_ids"": [""TC-001"", ""TC-004"", ""TC-037""], ""selected_count_in_bucket"": 3, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": true, ""missing_rule_hits"": [], ""core_rule_hits"": [""RULE-098""], ""unique_coverage_hits"": [""RULE-086"", ""RULE-092"", ""RULE-098""], ""reuse_risk_hit"": false, ""reason_from"": ""llm"", ""reason_adjusted_from"": ""coverage_redundant"", ""reason_adjusted_to"": ""coverage_protected_omitted"", ""reason_adjustment_rule"": ""llm_coverage_redundant_with_coverage_signal""}",True,True,True,True,,首页-全局控制|happy,[],False,False,False,True,,0,0,"[""RULE-086"", ""RULE-092"", ""RULE-098""]",[],"[""RULE-098""]",13,首页-全局控制|付费用户点击学习入口正常跳转|正常跳转到周中练习答题页面，无付费弹窗。|无
6,TC-006,首页根据服务器时间自动定位到当前教学周，正确显示任务状态,首页-教学周,P1,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,coverage_redundant,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""首页-教学周|state"", ""priority"": ""P1"", ""focus_score"": 1, ""coverage_gain_score"": 20, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-065"", ""RULE-087"", ""RULE-092"", ""RULE-108"", ""RULE-118""], ""reuse_risk_hit"": false, ""reason_from"": ""llm"", ""reason_adjusted_from"": ""coverage_redundant"", ""reason_adjusted_to"": ""coverage_protected_omitted"", ""reason_adjustment_rule"": ""llm_coverage_redundant_with_coverage_signal""}",True,True,True,False,,首页-教学周|state,[],False,False,False,False,,0,1,"[""RULE-065"", ""RULE-087"", ""RULE-092"", ""RULE-108"", ""RULE-118""]",[],[],20,首页-教学周|首页根据服务器时间自动定位到当前教学周，正确显示任务状态|顶部显示正确的当前教学周（如2026.04.07-13），周一至周三任务状态展示为'已完成'或'待完成'（根据实际完成情况），周四至周五任务状态为'待完成'。|无
7,TC-007,用户切换周次查看历史周数据,首页-教学周,P1,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,coverage_redundant,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""首页-教学周|state"", ""priority"": ""P1"", ""focus_score"": 1, ""coverage_gain_score"": 20, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-087"", ""RULE-101"", ""RULE-109"", ""RULE-111"", ""RULE-113""], ""reuse_risk_hit"": false, ""reason_from"": ""llm"", ""reason_adjusted_from"": ""coverage_redundant"", ""reason_adjusted_to"": ""coverage_protected_omitted"", ""reason_adjustment_rule"": ""llm_coverage_redundant_with_coverage_signal""}",True,True,True,False,,首页-教学周|state,[],False,False,False,False,,0,1,"[""RULE-087"", ""RULE-101"", ""RULE-109"", ""RULE-111"", ""RULE-113""]",[],[],20,首页-教学周|用户切换周次查看历史周数据|首页加载第10周的任务列表，任务状态保留历史快照，可查看但不能修改（除补做场景外）。|切换至第10周
8,TC-008,用户在历史周补做待完成的任务后状态更新且数据计入历史周统计,首页-教学周-补做,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,首页-教学周-补做|state,[],False,True,True,True,retained_default,11,1,"[""RULE-087"", ""RULE-092"", ""RULE-101"", ""RULE-113"", ""RULE-115"", ""RULE-117"", ""RULE-118""]",[],[],20,首页-教学周-补做|用户在历史周补做待完成的任务后状态更新且数据计入历史周统计|该任务状态更新为'已完成'，第11周的统计数据（总题数、正确率等）更新，连续学习天数根据实际情况重新计算。|提交周中练习答案
9,TC-009,过期周次（上上周及更早）仅可查看，不可补做,首页-教学周-补做,P1,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,coverage_redundant,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""首页-教学周-补做|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 0, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-101""], ""reuse_risk_hit"": false, ""reason_from"": ""llm"", ""reason_adjusted_from"": ""coverage_redundant"", ""reason_adjusted_to"": ""coverage_protected_omitted"", ""reason_adjustment_rule"": ""llm_coverage_redundant_with_coverage_signal""}",True,True,True,False,,首页-教学周-补做|happy,[],False,False,False,False,,0,0,"[""RULE-101""]",[],[],0,首页-教学周-补做|过期周次（上上周及更早）仅可查看，不可补做|任务卡片不可点击，或点击后提示'已过期，仅可查看'，不允许进入答题。|无
10,TC-010,周中练习提交后AI即时判分，任务状态立即更新为已完成,周中练习-核心流程,P1,False,True,False,True,True,retained,retained,,,,{},False,False,False,False,,周中练习-核心流程|exception,[],False,True,True,True,retained_default,4,3,"[""RULE-086"", ""RULE-087"", ""RULE-092"", ""RULE-107"", ""RULE-113"", ""RULE-118""]",[],[],20,周中练习-核心流程|周中练习提交后ai即时判分，任务状态立即更新为已完成|提交后系统自动判分，首页周一任务状态变为'已完成'，同时生成'周x习题本'数据。|提交的答案包含正确和错误
