candidate_index,case_id,description,test_module,model_priority_current,selected_by_review_llm,selected_by_review_must_keep,selected_by_review_constraints,selected_by_review_gate,retained_final,dropped_stage,dropped_reason,review_llm_drop_reason_raw,review_llm_drop_reason,review_llm_drop_reason_source,review_llm_drop_reason_evidence,has_positive_evidence,has_coverage_signal,has_high_signal,has_competition_signal,review_constraint_reason,bucket,rule_keys,adds_rule,adds_bucket,high_signal,has_coverage_value,retained_reason,rerank_rank,focus_score,covered_rule_ids,missing_rule_hits,core_rule_hits,coverage_gain_score,signature
1,TC-001,首页入口付费校验：未付费用户点击任何学习入口（任务、课程、错题），弹出付费提示，不进入学习页面,首页-付费校验,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,首页-付费校验|state,[],False,False,True,True,retained_due_to_coverage_value,27,1,"[""RULE-001"", ""RULE-003"", ""RULE-004"", ""RULE-035"", ""RULE-058"", ""RULE-083"", ""RULE-085"", ""RULE-086"", ""RULE-087"", ""RULE-088"", ""RULE-089"", ""RULE-090"", ""RULE-091"", ""RULE-092"", ""RULE-093"", ""RULE-094"", ""RULE-107""]",[],[],20,首页-付费校验|首页入口付费校验：未付费用户点击任何学习入口（任务、课程、错题），弹出付费提示，不进入学习页面|弹出提示框：'开启完整学习体验。购买后即可解锁全部周中练习、周末提升和错题解析功能，开启你的定制化进步之路。'，不跳转至学习页面。|点击学习入口操作
2,TC-002,首次使用强制选择教材版本和年级：未设置默认教材年级时，进入首页弹出选择弹窗，选择后保存为默认,首页-教材年级选择,P1,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""首页-教材年级选择|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 28, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [""RULE-098""], ""unique_coverage_hits"": [""RULE-001"", ""RULE-003"", ""RULE-004"", ""RULE-058"", ""RULE-065"", ""RULE-083"", ""RULE-096"", ""RULE-097"", ""RULE-098"", ""RULE-099"", ""RULE-100"", ""RULE-107"", ""RULE-109"", ""RULE-113""], ""reuse_risk_hit"": false}",True,True,True,False,dropped_by_target_max,首页-教材年级选择|happy,[],False,False,False,True,,0,0,"[""RULE-001"", ""RULE-003"", ""RULE-004"", ""RULE-058"", ""RULE-065"", ""RULE-083"", ""RULE-096"", ""RULE-097"", ""RULE-098"", ""RULE-099"", ""RULE-100"", ""RULE-107"", ""RULE-109"", ""RULE-113""]",[],"[""RULE-098""]",28,首页-教材年级选择|首次使用强制选择教材版本和年级：未设置默认教材年级时，进入首页弹出选择弹窗，选择后保存为默认|弹出强制选择弹窗；选择后保存为默认，首页加载对应教材年级当前教学周的数据。后续进入首页自动加载该教材年级。|选择教材版本：人教版，年级：三年级
3,TC-003,后续使用自动加载上次教材年级：已设置默认教材年级的用户再次进入首页，自动加载上次使用的教材和年级,首页-教材年级选择,P2,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""首页-教材年级选择|happy"", ""priority"": ""P2"", ""focus_score"": 0, ""coverage_gain_score"": 28, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [""RULE-098""], ""unique_coverage_hits"": [""RULE-065"", ""RULE-096"", ""RULE-098"", ""RULE-099"", ""RULE-100"", ""RULE-109"", ""RULE-113""], ""reuse_risk_hit"": false}",True,True,True,False,dropped_by_target_max,首页-教材年级选择|happy,[],False,False,False,True,,0,0,"[""RULE-065"", ""RULE-096"", ""RULE-098"", ""RULE-099"", ""RULE-100"", ""RULE-109"", ""RULE-113""]",[],"[""RULE-098""]",28,首页-教材年级选择|后续使用自动加载上次教材年级：已设置默认教材年级的用户再次进入首页，自动加载上次使用的教材和年级|首页自动加载用户上次使用的教材版本（人教版）和年级（三年级），并显示当前教学周对应的任务数据。不弹出选择弹窗。|无
4,TC-004,切换教材年级后页面重新加载，不同组合数据完全独立,首页-教材年级切换,P2,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,首页-教材年级切换|state,[],False,True,True,True,retained_default,5,1,"[""RULE-065"", ""RULE-087"", ""RULE-098"", ""RULE-101"", ""RULE-102"", ""RULE-103"", ""RULE-104"", ""RULE-109"", ""RULE-113""]",[],"[""RULE-098""]",28,首页-教材年级切换|切换教材年级后页面重新加载，不同组合数据完全独立|切换后页面立即重新加载教材b、年级y在当前教学周下的数据，与a/x组合的数据完全独立，互不影响。切换回a/x后恢复之前的数据状态。|切换教材版本b、年级y
5,TC-005,当前教学周自动定位：进入首页时根据服务器时间自动定位当前教学周并加载相应数据,首页-教学周定位,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,首页-教学周定位|happy,[],False,True,True,True,retained_default,6,0,"[""RULE-065"", ""RULE-092"", ""RULE-098"", ""RULE-107"", ""RULE-108"", ""RULE-109"", ""RULE-113""]",[],"[""RULE-098""]",28,首页-教学周定位|当前教学周自动定位：进入首页时根据服务器时间自动定位当前教学周并加载相应数据|首页自动显示当前周区间（如2026.04.07-13），并加载该周的所有任务数据（周中练习、周末提升等）。|无（基于服务器时间）
6,TC-006,切换周次查看前/后周数据：通过箭头按钮可查看上一周或下一周数据,首页-教学周切换,P2,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""首页-教学周切换|state"", ""priority"": ""P2"", ""focus_score"": 1, ""coverage_gain_score"": 20, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-065"", ""RULE-087"", ""RULE-092"", ""RULE-101"", ""RULE-107"", ""RULE-111"", ""RULE-112"", ""RULE-113""], ""reuse_risk_hit"": false}",True,True,True,False,dropped_by_target_max,首页-教学周切换|state,[],False,False,False,False,,0,1,"[""RULE-065"", ""RULE-087"", ""RULE-092"", ""RULE-101"", ""RULE-107"", ""RULE-111"", ""RULE-112"", ""RULE-113""]",[],[],20,首页-教学周切换|切换周次查看前/后周数据：通过箭头按钮可查看上一周或下一周数据|切换到前一周后，页面显示前一周的任务数据（周中练习、周末提升等），状态正确。再次点击右箭头可回到当前周或切换到下一周。|点击左箭头、右箭头
7,TC-007,历史周补学：查看历史周时，待完成任务可补学，完成后状态更新为已完成且数据计入历史周统计,首页-历史补学,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,首页-历史补学|state,[],False,True,True,True,retained_default,22,1,"[""RULE-087"", ""RULE-089"", ""RULE-092"", ""RULE-101"", ""RULE-113"", ""RULE-114"", ""RULE-116"", ""RULE-118""]",[],[],20,首页-历史补学|历史周补学：查看历史周时，待完成任务可补学，完成后状态更新为已完成且数据计入历史周统计|任务状态变为“已完成”；该历史周的统计数据（总题数、正确数、错题数）随之更新；连续学习天数等可能受影响（根据定义）。|完成并提交周中练习任务
8,TC-008,周中练习任务完成流程：用户提交答案后AI即时判分，任务状态变为已完成，错题即时记录至本周错题本,周中练习-完成流程,P1,False,True,False,True,True,retained,retained,,,,{},False,False,False,False,,周中练习-完成流程|exception,[],False,True,True,True,retained_default,7,3,"[""RULE-065"", ""RULE-087"", ""RULE-089"", ""RULE-092"", ""RULE-118""]",[],[],20,周中练习-完成流程|周中练习任务完成流程：用户提交答案后ai即时判分，任务状态变为已完成，错题即时记录至本周错题本|ai即时判分完成后，周一任务状态变为“已完成”；首页“本周错题本”中新增该次答题的错题记录。|提交的答案包含正确和错误题目
9,TC-009,周末提升任务生成：用户首次查看周末界面时，根据本周错题本生成周末提升任务，状态为待完成,周末提升-任务生成,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,周末提升-任务生成|state,[],False,True,True,True,retained_default,20,1,"[""RULE-057"", ""RULE-065"", ""RULE-068"", ""RULE-087"", ""RULE-089"", ""RULE-092"", ""RULE-101"", ""RULE-107"", ""RULE-113""]",[],[],20,周末提升-任务生成|周末提升任务生成：用户首次查看周末界面时，根据本周错题本生成周末提升任务，状态为待完成|系统自动调用教研逻辑，根据本周错题本生成“周末提升”任务卡片，状态为“待完成”。任务内容与本周薄弱点相关。|无
10,TC-010,周末提升任务完成：用户完成周末提升任务后，任务状态变为已完成，知识点掌握度实时更新,周末提升-完成流程,P1,False,True,False,True,True,retained,retained,,,,{},False,False,False,False,,周末提升-完成流程|state,[],False,True,True,True,retained_default,9,1,"[""RULE-087"", ""RULE-118""]",[],[],20,周末提升-完成流程|周末提升任务完成：用户完成周末提升任务后，任务状态变为已完成，知识点掌握度实时更新|周末提升任务状态变为“已完成”；对应知识点的掌握度根据答题结果更新（薄弱/一般/熟练）。|完成周末提升任务
