case_id,module,priority,scene,judge_status,reject_reason,hit_confirmed_fact,hit_pending,hit_reuse_risk
TC-001,核心闭环,P1,验证核心教学闭环（采集-定位-推荐-反馈）的端到端数据流与状态一致性,PASS,-,False,False,False
TC-002,学习报告页,P1,验证学习报告页的生成、分享与重新学习功能,PASS,-,False,False,False
TC-003,学习报告页,P1,验证‘返回首页’操作对当前周周末任务状态的标记,PASS,-,False,False,False
TC-004,系统初始化与权限,P1,验证服务器时间跨周时，系统自动定位并更新至新的当前周,PASS,-,False,False,False
TC-005,系统初始化与权限,P1,验证新用户首次进入定位学系统，完成教材/年级选择，并成功加载当前周数据,PASS,-,False,False,False
TC-006,系统初始化与权限,P2,验证已付费与未付费用户的功能权限差异,PASS,-,False,False,False
TC-007,异常与边界,P2,验证网络异常时，系统提示与本地数据保留情况,PASS,-,False,False,False
TC-008,学习数据与统计,P1,验证知识点掌握度（薄弱/一般/熟练）的动态计算逻辑,PASS,-,False,False,False
TC-009,学习数据与统计,P1,验证连续学习天数统计规则：连续完成则累加，中断则清零,PASS,-,False,False,False
TC-010,新增数据模板,P1,验证学习报表中学习时长与正确率的统计逻辑,PASS,-,False,False,False
TC-011,全局控制与数据,P1,验证用户切换教材/年级后，数据独立计数与加载,PASS,-,False,False,False
TC-012,全局控制与数据,P2,验证过期规则：周日24:00后，该周任务仅可查看，不可操作,PASS,-,False,False,False
TC-013,全局控制与数据,P2,验证补做功能：在当前周与上周补做期内可操作，更早仅可查看,PASS,-,False,False,False
TC-014,全局控制与数据,P1,验证数据主键唯一性：同时切换用户、教材、教学周维度,PASS,-,False,False,False
TC-015,周一习题本下游,P1,验证周一习题本覆盖重学后的状态更新与下游数据影响,PASS,-,False,False,False
TC-016,周中学习与判分,P1,验证周中任务提交与AI即时判分、错题归档流程,PASS,-,False,False,False
TC-017,AI定位与推荐,P1,验证薄弱点列表的实时更新与排序规则,PASS,-,False,False,False
TC-018,周末学习与测评,P2,验证随堂测评完整流程：打印-手写-拍照-OCR判分-错题归档,PASS,-,False,False,False
TC-019,督导端,P1,验证督导端‘申请拍照判题’与‘完成判卷’流程不影响学情,PASS,-,False,False,False
AUTO-CORE-FLOW,学习路径-核心工作流,P1,验证完整学习路径闭环：学课文 -> 词组消消乐 -> 选词填空 -> 返回首页,REPAIRABLE,-,False,False,False
