candidate_index,case_id,description,test_module,model_priority_current,selected_by_review_llm,selected_by_review_must_keep,selected_by_review_constraints,selected_by_review_gate,retained_final,dropped_stage,dropped_reason,review_llm_drop_reason_raw,review_llm_drop_reason,review_llm_drop_reason_source,review_llm_drop_reason_evidence,has_positive_evidence,has_coverage_signal,has_high_signal,has_competition_signal,review_constraint_reason,bucket,rule_keys,adds_rule,adds_bucket,high_signal,has_coverage_value,retained_reason,rerank_rank,focus_score,covered_rule_ids,missing_rule_hits,core_rule_hits,coverage_gain_score,signature
1,TC-002,后续进入首页：自动加载上次使用的教材版本和年级，无需再次选择,首页工作台,P1,True,False,False,False,False,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""首页工作台|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 28, ""selected_case_ids"": [""TC-059""], ""selected_count_in_bucket"": 1, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [""RULE-098""], ""unique_coverage_hits"": [""RULE-065"", ""RULE-086"", ""RULE-096"", ""RULE-098"", ""RULE-099"", ""RULE-100"", ""RULE-109"", ""RULE-113""], ""reuse_risk_hit"": false}",True,True,True,False,dropped_by_target_max,首页工作台|happy,[],False,False,False,True,,0,0,"[""RULE-065"", ""RULE-086"", ""RULE-096"", ""RULE-098"", ""RULE-099"", ""RULE-100"", ""RULE-109"", ""RULE-113""]",[],"[""RULE-098""]",28,首页工作台|后续进入首页：自动加载上次使用的教材版本和年级，无需再次选择|首页自动加载上次使用的教材版本和年级，无需弹窗选择；页面数据正确对应|
2,TC-003,付费校验：未付费用户点击任意学习入口（任务、课程、错题）弹出购买提示,首页工作台,P2,True,False,False,False,False,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""首页工作台|happy"", ""priority"": ""P2"", ""focus_score"": 0, ""coverage_gain_score"": 28, ""selected_case_ids"": [""TC-059""], ""selected_count_in_bucket"": 1, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": true, ""missing_rule_hits"": [], ""core_rule_hits"": [""RULE-098""], ""unique_coverage_hits"": [""RULE-001"", ""RULE-003"", ""RULE-004"", ""RULE-035"", ""RULE-058"", ""RULE-065"", ""RULE-083"", ""RULE-085"", ""RULE-086"", ""RULE-088"", ""RULE-089"", ""RULE-090"", ""RULE-091"", ""RULE-092"", ""RULE-093"", ""RULE-094"", ""RULE-098"", ""RULE-107"", ""RULE-113"", ""RULE-118""], ""reuse_risk_hit"": false}",True,True,True,True,dropped_by_target_max,首页工作台|happy,[],False,False,False,True,,0,0,"[""RULE-001"", ""RULE-003"", ""RULE-004"", ""RULE-035"", ""RULE-058"", ""RULE-065"", ""RULE-083"", ""RULE-085"", ""RULE-086"", ""RULE-088"", ""RULE-089"", ""RULE-090"", ""RULE-091"", ""RULE-092"", ""RULE-093"", ""RULE-094"", ""RULE-098"", ""RULE-107"", ""RULE-113"", ""RULE-118""]",[],"[""RULE-098""]",28,首页工作台|付费校验：未付费用户点击任意学习入口（任务、课程、错题）弹出购买提示|每次点击均弹出提示框，文案包含“开启完整学习体验。购买后即可解锁全部周中练习、周末提升和错题解析功能，开启你的定制化进步之路。”，且不跳转至学习页面|
3,TC-004,付费校验：已付费用户点击学习入口正常跳转至对应页面,首页工作台,P1,True,False,False,False,False,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""首页工作台|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 20, ""selected_case_ids"": [""TC-059""], ""selected_count_in_bucket"": 1, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": true, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-065"", ""RULE-085"", ""RULE-086"", ""RULE-092"", ""RULE-107"", ""RULE-118""], ""reuse_risk_hit"": false}",True,True,True,True,dropped_by_target_max,首页工作台|happy,[],False,False,False,False,,0,0,"[""RULE-065"", ""RULE-085"", ""RULE-086"", ""RULE-092"", ""RULE-107"", ""RULE-118""]",[],[],20,首页工作台|付费校验：已付费用户点击学习入口正常跳转至对应页面|任务卡片可点击，跳转至对应周中练习的作业页面，无付费拦截弹窗|
4,TC-005,教学周切换：点击顶部左右箭头切换前/后周，页面数据正确加载且独立,首页工作台,P2,True,False,False,False,False,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""首页工作台|happy"", ""priority"": ""P2"", ""focus_score"": 0, ""coverage_gain_score"": 28, ""selected_case_ids"": [""TC-059""], ""selected_count_in_bucket"": 1, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": true, ""missing_rule_hits"": [], ""core_rule_hits"": [""RULE-098""], ""unique_coverage_hits"": [""RULE-086"", ""RULE-098"", ""RULE-101"", ""RULE-104"", ""RULE-107"", ""RULE-109"", ""RULE-111"", ""RULE-113"", ""RULE-118""], ""reuse_risk_hit"": false}",True,True,True,True,dropped_by_target_max,首页工作台|happy,[],False,False,False,True,,0,0,"[""RULE-086"", ""RULE-098"", ""RULE-101"", ""RULE-104"", ""RULE-107"", ""RULE-109"", ""RULE-111"", ""RULE-113"", ""RULE-118""]",[],"[""RULE-098""]",28,首页工作台|教学周切换：点击顶部左右箭头切换前/后周，页面数据正确加载且独立|每次切换周次，页面立即重新加载对应周次的数据；不同周次间的数据完全独立，不会互相影响；当前周回到原周次时数据正确|
5,TC-006,历史周补学：查看历史周时，待完成的任务可点击补学，完成后状态更新且数据计入该历史周统计,首页工作台,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,首页工作台|exception,[],False,True,True,True,retained_default,12,3,"[""RULE-086"", ""RULE-087"", ""RULE-092"", ""RULE-101"", ""RULE-113"", ""RULE-114"", ""RULE-115"", ""RULE-116"", ""RULE-118""]",[],[],20,首页工作台|历史周补学：查看历史周时，待完成的任务可点击补学，完成后状态更新且数据计入该历史周统计|历史周的任务可正常进入学习并提交；判分完成后任务状态更新为已完成；该历史周的统计数据根据本次答题结果重新计算并展示|提交的题目答案（假设部分正确部分错误）
6,TC-007,连续学习天数计算：当天完成至少一个任务后连续天数+1，无完成则次日清零,首页工作台,P1,True,False,False,False,False,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""首页工作台|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 20, ""selected_case_ids"": [""TC-059""], ""selected_count_in_bucket"": 1, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": true, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-092"", ""RULE-115""], ""reuse_risk_hit"": false}",True,True,True,True,dropped_by_target_max,首页工作台|happy,[],False,False,False,False,,0,0,"[""RULE-092"", ""RULE-115""]",[],[],20,首页工作台|连续学习天数计算：当天完成至少一个任务后连续天数+1，无完成则次日清零|有任务完成的天数当天连续天数+1，次日未完成则清零；清空后重新开始积累|
7,TC-008,周中练习提交后AI即时判分：任务状态变为已完成，错题自动归集到当天错题本,周中练习,P1,True,True,False,True,True,retained,retained,,,,{},False,False,False,False,,周中练习|exception,[],False,True,True,True,retained_default,3,3,"[""RULE-086"", ""RULE-087"", ""RULE-089"", ""RULE-092"", ""RULE-107"", ""RULE-113"", ""RULE-115"", ""RULE-118""]",[],[],20,周中练习|周中练习提交后ai即时判分：任务状态变为已完成，错题自动归集到当天错题本|任务状态立即更新为已完成；错题本中周一标签下出现本次答错的题目，且标记为“定位学-数学”来源|提交包含若干错误答案的答题数据
8,TC-009,周中练习全对时“周一习题本”模块显示鼓励文案，不展示错题详情,周中练习 / 习题本,P2,True,True,False,True,True,retained,retained,,,,{},False,False,False,False,,周中练习 / 习题本|exception,[],False,False,True,True,retained_default,27,2,"[""RULE-089"", ""RULE-092"", ""RULE-113"", ""RULE-118""]",[],[],20,周中练习 / 习题本|周中练习全对时“周一习题本”模块显示鼓励文案，不展示错题详情|“周一习题本”模块正常显示，但仅有鼓励文案和统计数据，无错题详情展示|
9,TC-010,周中练习有错题时“周一习题本”模块展示统计数据和首道错题详情,周中练习 / 习题本,P1,True,True,False,True,True,retained,retained,,,,{},False,False,False,False,,周中练习 / 习题本|exception,[],False,True,True,True,retained_default,4,2,"[""RULE-058"", ""RULE-089"", ""RULE-092"", ""RULE-107"", ""RULE-113"", ""RULE-118""]",[],[],20,周中练习 / 习题本|周中练习有错题时“周一习题本”模块展示统计数据和首道错题详情|“周一习题本”模块展示正确的统计数据和首道错题的完整详情，知识点归因与系统匹配|
10,TC-011,周末任务首次生成：用户第一次查看周末界面时，根据本周错题本自动生成周末提升任务,周末提升,P1,True,False,False,False,False,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""周末提升|state"", ""priority"": ""P1"", ""focus_score"": 1, ""coverage_gain_score"": 20, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-057"", ""RULE-087"", ""RULE-089"", ""RULE-107"", ""RULE-118""], ""reuse_risk_hit"": false}",True,True,True,False,dropped_by_target_max,周末提升|state,[],False,False,False,False,,0,1,"[""RULE-057"", ""RULE-087"", ""RULE-089"", ""RULE-107"", ""RULE-118""]",[],[],20,周末提升|周末任务首次生成：用户第一次查看周末界面时，根据本周错题本自动生成周末提升任务|系统自动进入周末提升流程，第一步薄弱点定位页展示根据本周错题本生成的知识点列表（按掌握度排序），且任务状态为待完成|
