candidate_index,case_id,description,test_module,model_priority_current,selected_by_review_llm,selected_by_review_must_keep,selected_by_review_constraints,selected_by_review_gate,retained_final,dropped_stage,dropped_reason,review_llm_drop_reason_raw,review_llm_drop_reason,review_llm_drop_reason_source,review_llm_drop_reason_evidence,has_positive_evidence,has_coverage_signal,has_high_signal,has_competition_signal,review_constraint_reason,bucket,rule_keys,adds_rule,adds_bucket,high_signal,has_coverage_value,retained_reason,rerank_rank,focus_score,covered_rule_ids,missing_rule_hits,core_rule_hits,coverage_gain_score,signature
1,TC-001,未付费用户进入首页，点击任何学习入口（任务、课程、错题）时，系统弹出付费提示弹窗,首页-付费校验,P1,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""首页-付费校验|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": -16, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-001"", ""RULE-003"", ""RULE-004"", ""RULE-035"", ""RULE-058"", ""RULE-083"", ""RULE-085"", ""RULE-086"", ""RULE-088"", ""RULE-089"", ""RULE-090"", ""RULE-091"", ""RULE-092"", ""RULE-093"", ""RULE-094"", ""RULE-107""], ""reuse_risk_hit"": false}",True,True,True,False,dropped_by_target_max,首页-付费校验|happy,[],False,False,False,False,,0,0,"[""RULE-001"", ""RULE-003"", ""RULE-004"", ""RULE-035"", ""RULE-058"", ""RULE-083"", ""RULE-085"", ""RULE-086"", ""RULE-088"", ""RULE-089"", ""RULE-090"", ""RULE-091"", ""RULE-092"", ""RULE-093"", ""RULE-094"", ""RULE-107""]",[],[],-16,首页-付费校验|未付费用户进入首页，点击任何学习入口（任务、课程、错题）时，系统弹出付费提示弹窗|每次点击均弹出提示框，文案包含“开启完整学习体验。购买后即可解锁全部周中练习、周末提升和错题解析功能，开启你的定制化进步之路。”，且无法进入对应功能。|无
2,TC-002,首次使用系统，无默认教材年级数据，强制弹窗让用户选择教材版本和年级,首页-教材年级选择,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,首页-教材年级选择|happy,[],False,True,True,True,retained_default,1,0,"[""RULE-001"", ""RULE-003"", ""RULE-004"", ""RULE-058"", ""RULE-065"", ""RULE-083"", ""RULE-086"", ""RULE-096"", ""RULE-097"", ""RULE-098"", ""RULE-099"", ""RULE-100"", ""RULE-107"", ""RULE-109"", ""RULE-113""]",[],"[""RULE-098""]",28,首页-教材年级选择|首次使用系统，无默认教材年级数据，强制弹窗让用户选择教材版本和年级|弹窗强制出现，用户必须选择后才能继续；选择后保存为默认教材版本和年级，首页自动加载该组合下当前教学周的数据。|选择“人教版”和“三年级”
3,TC-003,非首次使用，系统自动加载用户上次使用的教材版本和年级,首页-教材年级加载,P1,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:coverage_redundant,coverage_redundant,coverage_redundant,llm,"{""bucket"": ""首页-教材年级加载|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 28, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [""RULE-098""], ""unique_coverage_hits"": [""RULE-001"", ""RULE-003"", ""RULE-004"", ""RULE-058"", ""RULE-065"", ""RULE-083"", ""RULE-086"", ""RULE-096"", ""RULE-098"", ""RULE-099"", ""RULE-100"", ""RULE-107"", ""RULE-109"", ""RULE-113""], ""reuse_risk_hit"": false, ""reason_from"": ""llm""}",True,True,True,False,,首页-教材年级加载|happy,[],False,False,False,True,,0,0,"[""RULE-001"", ""RULE-003"", ""RULE-004"", ""RULE-058"", ""RULE-065"", ""RULE-083"", ""RULE-086"", ""RULE-096"", ""RULE-098"", ""RULE-099"", ""RULE-100"", ""RULE-107"", ""RULE-109"", ""RULE-113""]",[],"[""RULE-098""]",28,首页-教材年级加载|非首次使用，系统自动加载用户上次使用的教材版本和年级|首页自动显示用户上次使用的教材版本和年级，并加载对应的当前教学周数据。|无
4,TC-004,用户在首页切换教材版本或年级，页面立即重新加载当前教学周下新组合的对应数据，不同组合的进度和数据完全独立,首页-教材年级切换,P1,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:coverage_redundant,coverage_redundant,coverage_redundant,llm,"{""bucket"": ""首页-教材年级切换|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 28, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [""RULE-098""], ""unique_coverage_hits"": [""RULE-058"", ""RULE-065"", ""RULE-086"", ""RULE-098"", ""RULE-101"", ""RULE-102"", ""RULE-103"", ""RULE-104"", ""RULE-109"", ""RULE-113""], ""reuse_risk_hit"": false, ""reason_from"": ""llm""}",True,True,True,False,,首页-教材年级切换|happy,[],False,False,False,True,,0,0,"[""RULE-058"", ""RULE-065"", ""RULE-086"", ""RULE-098"", ""RULE-101"", ""RULE-102"", ""RULE-103"", ""RULE-104"", ""RULE-109"", ""RULE-113""]",[],"[""RULE-098""]",28,首页-教材年级切换|用户在首页切换教材版本或年级，页面立即重新加载当前教学周下新组合的对应数据，不同组合的进度和数据完全独立|切换后首页立即刷新，显示新组合当前教学周的任务数据；再切回原组合时，原组合的进度和数据完整保留，互不影响。|切换为北师大版四年级
5,TC-005,系统根据服务器时间自动定位并加载用户当前应处的教学周,首页-教学周定位,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,首页-教学周定位|happy,[],False,True,True,True,retained_default,2,0,"[""RULE-001"", ""RULE-003"", ""RULE-004"", ""RULE-058"", ""RULE-083"", ""RULE-086"", ""RULE-098"", ""RULE-107"", ""RULE-108"", ""RULE-109""]",[],"[""RULE-098""]",13,首页-教学周定位|系统根据服务器时间自动定位并加载用户当前应处的教学周|顶部显示正确的教学周（如2026.04.07-13），且为当前服务器时间所在周。|无
6,TC-006,用户点击顶部左右箭头，可切换查看前一周或后一周的数据,首页-周次切换,P1,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:coverage_redundant,coverage_redundant,coverage_redundant,llm,"{""bucket"": ""首页-周次切换|state"", ""priority"": ""P1"", ""focus_score"": 1, ""coverage_gain_score"": 28, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [""RULE-098""], ""unique_coverage_hits"": [""RULE-086"", ""RULE-087"", ""RULE-098"", ""RULE-101"", ""RULE-107"", ""RULE-109"", ""RULE-112"", ""RULE-113"", ""RULE-115"", ""RULE-118""], ""reuse_risk_hit"": false, ""reason_from"": ""llm""}",True,True,True,False,,首页-周次切换|state,[],False,False,False,True,,0,1,"[""RULE-086"", ""RULE-087"", ""RULE-098"", ""RULE-101"", ""RULE-107"", ""RULE-109"", ""RULE-112"", ""RULE-113"", ""RULE-115"", ""RULE-118""]",[],"[""RULE-098""]",28,首页-周次切换|用户点击顶部左右箭头，可切换查看前一周或后一周的数据|每切换一次，页面加载对应周次的任务数据，任务状态、统计数据均正确更新。|无
7,TC-007,用户在历史周（非当前周）中补学待完成的任务，完成后任务状态更新为已完成，数据计入该历史周的统计,首页-历史周补学,P1,False,True,False,True,True,retained,retained,,,,{},False,False,False,False,,首页-历史周补学|state,[],False,True,True,True,retained_default,8,1,"[""RULE-086"", ""RULE-087"", ""RULE-092"", ""RULE-101"", ""RULE-107"", ""RULE-113"", ""RULE-115"", ""RULE-116"", ""RULE-118""]",[],[],20,首页-历史周补学|用户在历史周（非当前周）中补学待完成的任务，完成后任务状态更新为已完成，数据计入该历史周的统计|该任务状态变为“已完成”，该历史周的统计（如完成题数、正确率）更新，且连续学习天数等全局数据相应变化。|完成一个周中练习并提交
8,TC-008,用户在周中练习页面提交答案后，AI即时判分，任务状态立即更新为“已完成”,周中练习-完成与判分,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,周中练习-完成与判分|exception,[],False,True,True,True,retained_default,11,3,"[""RULE-086"", ""RULE-087"", ""RULE-089"", ""RULE-092"", ""RULE-107"", ""RULE-113"", ""RULE-118""]",[],[],20,周中练习-完成与判分|用户在周中练习页面提交答案后，ai即时判分，任务状态立即更新为“已完成”|ai即时返回判分结果（正确数/错误数），任务状态立即变为“已完成”，错题自动归集到对应日期的错题本。|提交包含正确和错误答案的答题数据
9,TC-009,AI判分过程中发生网络异常，系统给出统一网络异常提示，任务状态保持待完成，支持重试提交,周中练习-网络异常,P2,False,False,True,True,True,retained,retained,coverage_redundant,,,{},False,False,False,False,retained_by_constraint_priority_P2,周中练习-网络异常|exception,[],False,True,True,True,retained_default,13,3,"[""RULE-068"", ""RULE-086"", ""RULE-087"", ""RULE-092"", ""RULE-107""]",[],[],20,周中练习-网络异常|ai判分过程中发生网络异常，系统给出统一网络异常提示，任务状态保持待完成，支持重试提交|页面显示网络异常提示（文案同拍照判题异常逻辑），任务状态仍为“待完成”，用户可重新提交。|故意导致网络失败
10,TC-010,完成周一任务后，系统自动生成并显示“周一习题本”模块，展示核心统计数据和首道错题详情,周一习题本-正常生成,P1,False,True,False,True,True,retained,retained,,,,{},False,False,False,False,,周一习题本-正常生成|exception,[],False,True,True,True,retained_default,3,2,"[""RULE-086"", ""RULE-089"", ""RULE-107"", ""RULE-113""]",[],[],20,周一习题本-正常生成|完成周一任务后，系统自动生成并显示“周一习题本”模块，展示核心统计数据和首道错题详情|模块自动显示，包含总题数20、正确数19、错误数1；默认展示首道错题的题目、用户答案、正确答案、知识点标签（数学·分数运算）以及解析。|假设总题数20，正确数19，错误数1，错题为“计算：3/4÷2/5＝？”
