candidate_index,case_id,description,test_module,model_priority_current,dropped_stage,dropped_reason,bucket,has_coverage_value,high_signal,covered_rule_ids
6,TC-006,督导端'完成判卷'按钮仅用于流程标记，不改变学情/状态，且不触发AI判分,督导端,P1,review_llm,drop_not_selected_by_review_llm,督导端|state,True,False,"[""RULE-017"", ""RULE-042"", ""RULE-044"", ""RULE-049""]"
20,TC-020,督导端智能课堂：切片为周中刷题，按钮'申请拍照判题'可用,督导端,P1,review_llm,drop_not_selected_by_review_llm,督导端|happy,False,False,"[""RULE-042"", ""RULE-046"", ""RULE-047"", ""RULE-048"", ""RULE-049""]"
21,TC-021,督导端单题错题集：拍照判题、可预览修改、点击完成判卷入错题本，不进行错题推荐,督导端,P1,review_llm,drop_not_selected_by_review_llm,督导端|happy,False,False,"[""RULE-042"", ""RULE-045"", ""RULE-046""]"
22,TC-022,学习报表数据模板切换：课程名称可切换标准化章名与定位学模板,新增数据模板,P2,review_llm,drop_not_selected_by_review_llm,新增数据模板|happy,False,False,"[""RULE-050""]"
23,TC-023,网络异常时保留已加载数据，提示通用错误，支持重试,异常与边界,P2,review_llm,drop_not_selected_by_review_llm,异常与边界|exception,False,True,"[""RULE-032"", ""RULE-058"", ""RULE-059""]"
24,TC-024,无薄弱点/无学习数据时，对应按钮置灰并显示兜底文案,异常与边界,P2,review_llm,drop_not_selected_by_review_llm,异常与边界|happy,False,False,"[""RULE-004"", ""RULE-049"", ""RULE-058"", ""RULE-060""]"
25,TC-025,跨模块联动：首页工单台任务状态与定位学任务状态同步,跨模块联动,P1,review_llm,drop_not_selected_by_review_llm,跨模块联动|state,False,False,"[""RULE-062"", ""RULE-063""]"
26,TC-041,教材/年级切换后数据独立计数验证：不同教材/年级下同一教学周的数据隔离,教材切换,P1,review_llm,drop_not_selected_by_review_llm,教材切换|state,False,False,"[""RULE-007"", ""RULE-011""]"
27,TC-042,周一习题本自动生成时机验证：当日所有任务完成后立即生成,周一习题本,P1,review_llm,drop_not_selected_by_review_llm,周一习题本|state,False,False,"[""RULE-016"", ""RULE-023""]"
28,TC-043,我的错题按日期归档展示：验证错题列表按日期降序排列，且周末课程包基于本周错题生成,错题本,P1,review_llm,drop_not_selected_by_review_llm,错题本|happy,False,False,"[""RULE-047""]"
29,TC-044,周末课程包在周六凌晨自动生成：验证周六首次进入时课程包已存在且周六与周日内容相同,周末课程,P1,review_llm,drop_not_selected_by_review_llm,周末课程|happy,False,False,"[""RULE-018"", ""RULE-047""]"
30,TC-045,断点续播进度同步至首页：验证首页显示当前周末学习进度,周末学习,P1,review_llm,drop_not_selected_by_review_llm,周末学习|happy,False,False,"[""RULE-028"", ""RULE-047""]"
31,TC-046,随堂测评提交全部后生成的报告包含答题照片区（最多20张）与AI下一步规划,学习报告,P1,review_llm,drop_not_selected_by_review_llm,学习报告|happy,False,False,"[""RULE-032"", ""RULE-034""]"
32,TC-047,重新学习后周末任务状态重置为待完成,重新学习,P1,review_llm,drop_not_selected_by_review_llm,重新学习|state,False,False,"[""RULE-016"", ""RULE-032""]"
33,TC-048,学习报表数据模板切换后模块/学习量等字段显示正确,学习报表,P1,review_llm,drop_not_selected_by_review_llm,学习报表|happy,False,False,"[""RULE-050"", ""RULE-052"", ""RULE-053"", ""RULE-057""]"
34,TC-049,督导端完成判卷不影响学情/状态：错题本不增加，知识点掌握度不变,督导端,P1,review_llm,drop_not_selected_by_review_llm,督导端|state,True,False,"[""RULE-017"", ""RULE-042"", ""RULE-044"", ""RULE-046"", ""RULE-049""]"
35,TC-050,单题错题集拍照判题后预览修改，点击完成判卷入错题本，且不触发错题推荐,督导端单题错题集,P1,review_llm,drop_not_selected_by_review_llm,督导端单题错题集|exception,False,True,"[""RULE-022"", ""RULE-042"", ""RULE-045"", ""RULE-046"", ""RULE-049""]"
36,TC-051,付费校验异常：用户付费状态过期后，完整功能变为受限,全局控制与权限,P1,review_llm,drop_not_selected_by_review_llm,全局控制与权限|exception,False,True,"[""RULE-009"", ""RULE-010""]"
37,TC-052,教学周自动定位边界：服务器时间跨周时，教学周自动切换到下一周,全局控制与权限,P2,review_llm,drop_not_selected_by_review_llm,全局控制与权限|boundary,False,True,"[""RULE-009""]"
38,TC-053,补做范围边界：上周任务在补做期截止后（周一00:00）变为只读,全局控制与权限,P2,review_llm,drop_not_selected_by_review_llm,全局控制与权限|boundary,False,True,"[""RULE-009"", ""RULE-049""]"
39,TC-054,教材/年级切换后教学周自动重置为当前周,全局控制与权限,P2,review_llm,drop_not_selected_by_review_llm,全局控制与权限|happy,False,False,"[""RULE-007"", ""RULE-009"", ""RULE-011""]"
40,TC-055,付费用户进入定位学系统，所有核心功能入口可用,全局控制与权限,P2,review_llm,drop_not_selected_by_review_llm,全局控制与权限|happy,False,False,"[""RULE-009""]"
41,TC-056,教材/年级选择时网络异常，页面保留当前选择并提示重试,全局控制与权限,P2,review_llm,drop_not_selected_by_review_llm,全局控制与权限|exception,False,True,"[""RULE-007"", ""RULE-009"", ""RULE-011"", ""RULE-049""]"
42,TC-057,付费校验网络异常：未付费用户进入付费功能时网络断开，保留当前页面并提示重试,全局控制与权限,P1,review_llm,drop_not_selected_by_review_llm,全局控制与权限|exception,False,True,"[""RULE-009"", ""RULE-010""]"
43,TC-058,教学周切换网络异常：切换教学周时网络断开，保留当前教学周显示并提示重试,全局控制与权限,P1,review_llm,drop_not_selected_by_review_llm,全局控制与权限|exception,False,True,"[""RULE-009""]"
