case_id,module,priority,scene,judge_status,reject_reason,hit_confirmed_fact,hit_pending,hit_reuse_risk
TC-001,任务与判分,P1,周中任务提交后AI即时判分并归档错题，“完成判卷”按钮仅在督导端生效，不改学情,PASS,-,False,False,False
TC-002,学习报告页,P1,分享功能：支持微信好友/朋友圈，家长端仅读；重新学习在补做期内可重置任务,PASS,-,False,False,False
TC-003,学习报告页,P1,返回首页操作将当前周周末任务标记为已完成，任务状态改变且不可再进入周末学习,PASS,-,False,False,False
TC-004,学习报告页,P1,返回首页操作：将当前周周末任务标记为已完成（无论实际完成情况）,PASS,-,False,False,False
TC-005,学习报告页,P1,重新学习：在补做期内重置周末任务，任务状态重置为待完成,PASS,-,False,False,False
TC-006,跨模块联动,P1,跨模块联动：首页工单台任务状态与定位学系统同步,PASS,-,False,False,False
TC-007,跨模块联动,P1,历史数据保留周期与首页一致；同一用户跨模块数据联动正确,PASS,-,False,False,False
TC-008,全局控制与权限,P1,付费校验：未付费用户尝试访问定位学系统核心功能时，应弹出付费提示并阻止进入学习页面,PASS,-,False,False,False
TC-009,全局控制与权限,P1,补做期内用户成功完成上周未完成的周中任务（提交答案并AI判分）,PASS,-,False,False,False
TC-010,全局控制与权限,P1,已付费用户进入定位学系统，自动加载上次选择的教材/年级，教学周自动定位当前周，核心功能入口均正常展示,PASS,-,False,False,False
TC-011,全局控制与权限,P1,补做期边界：上周补做期截止时间为周日24:00，截止后上周变为仅可查看，不可操作,PASS,-,True,False,False
TC-012,全局控制与权限,P1,在周中任务进行中（答题中）切换教材/年级，系统应阻止切换并提示当前有任务进行中,PASS,-,False,False,False
TC-013,全局控制与权限,P2,补做期内上周无任何学习数据时，页面显示空状态，但补做操作按钮可用且可开始补做,PASS,-,True,False,False
TC-014,全局控制与权限,P2,补做期外（超过两周）且无学习数据时，页面显示空状态，所有操作按钮置灰不可点击,PASS,-,True,False,False
