case_id,module,priority,scene,judge_status,reject_reason,hit_confirmed_fact,hit_pending,hit_reuse_risk
TC-002,学习报告页,P1,验证学习报告页生成、分享与重新学习功能,REJECT,violates_confirmed_fact,True,False,False
TC-004,学习报告页,P2,验证学习报告页的答题照片区数量上限（最多20张）,PENDING,contains_pending_logic,False,True,False
TC-005,学习报告页,P2,验证学习报告分享功能权限：分享给微信好友（家长），对方仅能查看，无操作权限,REJECT,violates_confirmed_fact,True,False,False
TC-006,学习报告页,P1,验证‘返回首页’操作对周末任务状态的标记：从学习报告页返回，首页对应周末任务标记为已完成,REJECT,violates_confirmed_fact,True,False,False
TC-011,周末学习与测评,P2,验证批量操作的数据一致性：周末随堂测评多道题，部分拍照成功部分失败，提交全部后的状态,REJECT,violates_confirmed_fact,True,False,False
TC-013,周末学习与测评,P1,验证随堂测评（打印-手写-拍照上传）全流程及错题归集,PENDING,contains_pending_logic,False,True,False
TC-015,异常与边界,P2,验证无网络状态下，已加载的周中任务页面本地提交与后续同步,REJECT,violates_confirmed_fact,True,False,False
TC-016,异常与边界,P2,验证当无薄弱点或无学习数据时，相关按钮置灰及兜底文案显示,REJECT,violates_confirmed_fact,True,False,False
TC-017,异常与边界,P1,验证网络异常时，系统通用提示与本地数据保留能力,REJECT,violates_confirmed_fact,True,False,False
TC-018,异常与边界,P2,验证新用户首次进入时，无任何历史数据场景下各页面的兜底显示,REJECT,violates_confirmed_fact,True,False,False
TC-020,数据与状态规则,P2,验证‘固定节奏’被意外打断的场景：在周末尝试提前做下周的周中任务,REJECT,violates_confirmed_fact,True,False,False
TC-023,教学周与时效控制,P1,验证切换教学周时，页面数据加载与缓存机制（快速切换，查看数据是否错乱）,REJECT,violates_confirmed_fact,True,False,False
TC-024,教学周与时效控制,P2,验证补做期边界：在补做期（当前周与上周）最后时刻进行操作，过期后（周一00:01）仅可查看,REJECT,violates_confirmed_fact,True,False,False
TC-029,全局控制-教学周管理,P1,验证教学周自动定位、切换及不同状态下的可操作性,REJECT,violates_confirmed_fact,True,False,False
TC-032,全局控制-数据主键,P1,验证切换教材/年级后，学习数据的独立性（新数据主键生效）,REJECT,violates_confirmed_fact,True,False,False
