case_id,module,priority,scene,judge_status,reject_reason,hit_confirmed_fact,hit_pending,hit_reuse_risk
TC-001,首页-教材年级选择,P1,首次使用系统，无默认教材年级数据，强制弹窗让用户选择教材版本和年级,PASS,-,False,False,False
TC-002,首页-教学周定位,P1,系统根据服务器时间自动定位并加载用户当前应处的教学周,PASS,-,False,False,False
TC-003,周一习题本-正常生成,P1,完成周一任务后，系统自动生成并显示“周一习题本”模块，展示核心统计数据和首道错题详情,PASS,-,False,False,False
TC-004,周一习题本-重新学习覆盖,P1,用户重新完成历史周的周一任务并提交后，系统的周一习题本数据被最新结果覆盖，相关统计重新计算,PASS,-,False,False,False
TC-005,学习报告-返回首页,P1,学习报告页面点击“返回首页”，跳转回首页工作台，并标记当前周周末提升任务为“已完成”,PASS,-,False,False,False
TC-006,薄弱点定位-返回,P1,在薄弱点定位页面点击返回按钮，跳转回首页工作台，不修改任务状态,PASS,-,False,False,False
TC-007,首页-历史周补做,P1,首页历史周补做任务后，数据计入该历史周统计，连续学习天数不受影响,PASS,-,False,False,False
TC-008,首页-历史周补学,P1,用户在历史周（非当前周）中补学待完成的任务，完成后任务状态更新为已完成，数据计入该历史周的统计,PASS,-,False,False,False
TC-009,首页-付费校验,P1,未付费用户弹出付费提示后，在外部完成支付，返回首页点击学习入口应正常进入（无需重新登录）,PASS,-,False,False,False
TC-010,首页-付费校验,P2,未付费用户通过直接URL访问学习页面（如周中练习页），系统应拦截并重定向至首页或弹出付费提示,PASS,-,False,False,False
TC-011,首页-付费校验,P1,首页付费状态校验接口网络异常时，系统给出通用网络异常提示，用户无法进入学习功能,PASS,-,False,False,False
TC-012,周一习题本-全对状态,P1,周一任务完成后无错题（全对），周一习题本模块显示鼓励文案，不展示具体题目,PASS,-,False,False,False
TC-013,周中练习-完成与判分,P1,用户在周中练习页面提交答案后，AI即时判分，任务状态立即更新为“已完成”,PASS,-,False,False,False
TC-014,周中练习-网络异常,P2,AI判分过程中发生网络异常，系统给出统一网络异常提示，任务状态保持待完成，支持重试提交,PASS,-,False,False,False
TC-015,随堂测评-拍照看答案权限,P1,随堂测评拍照看答案时触发扫码/督导端同意才能下一步,PASS,-,False,False,False
TC-016,周末提升-任务生成,P1,用户首次查看周末界面时，系统根据本周错题本自动生成“周末提升”任务，状态为待完成,PASS,-,False,False,False
TC-017,督导端-任务状态,P1,督导端标记“完成判卷”按钮，不影响首页任务状态（仅标记工作流程）,PASS,-,False,False,False
TC-018,首页-教学周切换,P1,首页从当前周切换到历史周再切回，当前周数据完整不变,PASS,-,False,False,False
TC-019,周一习题本-未完成任务,P1,周一任务未完成时，首页不显示“周一习题本”模块,PASS,-,False,False,False
TC-020,学习报告-数据覆盖,P1,学习报告补做后全量覆盖更新：原有历史报告数据被最新结果覆盖,PASS,-,False,False,False
TC-021,学习报告-生成与展示,P1,学习报告页面基于视频学习、随堂测评、知识点关联全量数据自动生成，包含知识图谱、答题照片区、能力模型评分、AI学习建议等子模块,PASS,-,False,False,False
TC-022,整体数据模板-学习时长,P1,整体数据模板定位学学习时长计算：拍照片段题目按每道题5分钟计入,PASS,-,False,False,False
TC-023,薄弱点定位-下一步跳转,P1,薄弱点定位页面，当AI分析完成且生成知识点列表时，“下一步”按钮可点击，点击后跳转课程推荐页并携带数据,PASS,-,False,False,False
TC-024,薄弱点定位-展示与排序,P1,在薄弱点定位页面，系统展示知识点列表，按掌握度从低到高排序，并正确显示名称、错题数、掌握度,PASS,-,False,False,False
TC-025,随堂测评-拍照上传,P1,随堂测评模块支持线下作答流程：打印题目→手写→拍照上传，上传后显示答题照片，可重拍，触发OCR+AI判分,PASS,-,False,False,False
TC-026,首页-连续学习天数,P1,首页连续学习天数计算：当天有任务完成且前一天也有完成时，连续天数累加,PASS,-,False,False,False
TC-027,首页-连续学习天数,P2,首页连续学习天数计算：当天无任何任务完成时，次日本指标清零,PASS,-,False,False,False
TC-028,督导端-智能课堂,P2,督导端智能课堂点击“申请拍照判题”按钮，成功发起请求,PASS,-,False,False,False
