case_id,module,priority,scene,judge_status,reject_reason,hit_confirmed_fact,hit_pending,hit_reuse_risk
TC-001,任务与判分,P1,验证周中任务提交后，AI即时判分并归档错题的完整流程,PASS,-,False,False,False
TC-002,学习报告页,P2,验证学习报告页的生成、分享与‘重新学习’操作边界（当前周/上周补做期内）,PASS,-,False,False,False
TC-003,学习报告页,P1,验证‘返回首页’操作将当前周周末任务标记为已完成,PASS,-,False,False,False
TC-004,学习数据与统计,P1,验证周一习题本完成后，其数据作为‘知识点掌握分析’与‘本周学习数据池’输入的完整链路,PASS,-,False,False,False
TC-005,学习数据与统计,P1,验证‘知识点掌握度’（薄弱/一般/熟练）随本周答题情况实时变化的逻辑,PASS,-,False,False,False
TC-006,学习数据与统计,P1,验证连续学习天数规则：连续完成则累加，中断则清零,PASS,-,False,False,False
TC-007,异常与边界,P2,验证网络异常时，系统提示、数据保留与重试机制,PASS,-,False,False,False
TC-008,全局控制与权限,P1,验证历史周（早于上周）仅可查看，不可补做,PASS,-,False,False,False
TC-009,全局控制与权限,P1,验证教学周切换功能：自动定位当前周，支持查看前后周及补做,PASS,-,False,False,False
TC-010,全局控制与权限,P1,验证未付费用户访问定位学系统核心功能时的权限限制,PASS,-,False,False,False
TC-011,全局控制与权限,P1,验证新用户首次进入定位学系统，完成教材/年级选择后，系统能正确加载当前教学周数据并展示待完成任务,PASS,-,False,False,False
TC-012,全局控制与权限,P1,验证用户切换教材/年级后，系统能独立加载并计数新维度的数据，不影响原维度的数据,PASS,-,False,False,False
TC-013,全局控制与权限,P1,验证过期规则：周日24:00后，当前周任务仅可查看，不可操作,PASS,-,False,False,False
TC-014,督导端,P1,验证督导端‘申请拍照判题’流程与学生端状态的联动,PASS,-,False,False,False
TC-015,任务与判分 & AI定位与推荐,P1,验证周末课程推荐内容的生成逻辑与一致性（周六、周日内容相同）,PASS,-,False,False,False
TC-016,新增数据模板（学习报表）,P1,验证学习报表数据模板的切换与字段正确性,PASS,-,False,False,False
TC-017,周末学习与测评,P1,验证周末随堂测评的完整流程：打印、手写、拍照、OCR判分、错题归档,PASS,-,False,False,False
AUTO-CORE-FLOW,学习路径-核心工作流,P1,验证完整学习路径闭环：学课文 -> 词组消消乐 -> 选词填空 -> 返回首页,REPAIRABLE,-,False,False,False
