case_id,module,priority,scene,judge_status,reject_reason,hit_confirmed_fact,hit_pending,hit_reuse_risk
TC-001,首页-付费校验,P1,付费用户点击首页任意学习入口（周中练习、周末提升、错题本），直接进入对应页面，无付费提示,PASS,-,False,False,False
TC-002,首页-付费校验,P1,未付费用户进入首页工作台，点击任意学习入口时弹出付费提示,PASS,-,False,False,False
TC-003,首页-付费校验,P1,付费校验接口超时或返回异常时，点击学习入口显示网络异常提示，无法进入,PASS,-,False,False,False
TC-004,首页-教学周自动定位,P1,系统根据服务器时间自动定位并加载当前教学周数据,PASS,-,False,False,False
TC-005,课程推荐页面,P1,在课程推荐页切换教材版本或年级，课程列表立即刷新为新组合下的推荐课程，且数据独立,PASS,-,False,False,False
TC-006,首页-教材/年级切换,P1,切换教材版本或年级后，页面立即重新加载新组合当前教学周数据，且数据完全独立,PASS,-,False,False,False
TC-007,首页-教材/年级初始化,P1,首次使用系统时，强制弹窗让用户选择教材版本和年级，选择后保存为默认并加载对应数据,PASS,-,False,False,False
TC-008,周一习题本-有错题生成,P1,周一任务完成后自动生成「周一习题本」模块，展示统计数据与首道错题详情,PASS,-,False,False,False
TC-009,学习报告页面返回,P1,点击「返回首页」按钮，跳转回首页并标记当前周周末提升任务为已完成,PASS,-,False,False,False
TC-010,补做历史周在线学习,P1,补做历史周（上周）的在线学习，完成学习后同步更新该历史周的学习进度和统计,PASS,-,False,False,False
TC-011,首页-周末任务状态同步,P1,周末任务完成后，返回首页，该周周末任务状态变为「已完成」，统计信息同步更新,PASS,-,False,False,False
TC-012,首页-教学周切换与历史补学,P1,用户点击教学周切换箭头（< >），可查看前后周数据，且历史周允许补学待完成的任务,PASS,-,False,False,False
TC-013,随堂测评判分与错题归集,P1,AI判分完成后，错题自动归集至「定位学-数学」错题本，且来源标记正确,PASS,-,False,False,False
TC-014,薄弱点定位页面异常,P1,网络异常时进入薄弱点定位页，显示网络异常提示，已有数据保留并支持重试,PASS,-,False,False,False
TC-015,随堂测评-完整流程,P2,随堂测评模块支持打印题目，拍照上传后触发OCR识别和AI判分，判分后错题归集至定位学-数学错题本,PASS,-,False,False,False
TC-016,随堂测评拍照上传,P2,拍照上传答题纸后OCR识别失败，显示重拍提示，允许重新拍摄上传,PASS,-,False,False,False
TC-017,周末任务生成,P1,周末首次查看时，系统根据本周错题本自动生成周末提升任务，状态为待完成,PASS,-,False,False,False
TC-018,学习报告页面操作,P1,点击「重新学习」按钮，跳转回薄弱点定位页，重置当前周周末学习流程但保留原有数据,PASS,-,False,False,False
TC-019,首页-历史补学数据独立,P1,补学历史周任务后，数据会计入该历史周的统计，不影响当前周数据,PASS,-,False,False,False
TC-020,首页-周期切换归档,P1,教学周切换至下周一时，上周所有数据归档，首页自动加载新一周的周中任务（状态为待完成）,PASS,-,False,False,False
TC-021,学习报告-报告生成,P1,学习报告页面基于本周全量学习数据生成报告，包含知识掌握图谱、答题照片区、能力模型、学习规划建议,PASS,-,False,False,False
TC-022,薄弱点定位-下一步,P1,薄弱点定位页面AI分析完成后，「下一步」按钮可点击，点击后跳转课程推荐页并携带数据,PASS,-,False,False,False
TC-023,薄弱点定位-排序,P1,薄弱点定位页面加载当前周薄弱点，按掌握度从低到高排序,PASS,-,False,False,False
TC-024,课程推荐-开始学习,P1,有效课程推荐页面点击「立即开始学习全套课程」后，跳转至在线学习页并按顺序加载课程,PASS,-,False,False,False
TC-025,周一习题本-全对状态,P2,周一任务全对时，「周一习题本」展示鼓励文案，不展示错题详情,PASS,-,False,False,False
TC-026,在线学习-断点续播,P2,在线学习支持视频断点续播，再次进入时从上次进度继续播放,PASS,-,False,False,False
TC-027,首页-连续学习天数,P2,连续学习天数：每天有任务完成则连续+1，若某天无任何任务完成则次日清零,PASS,-,False,False,False
TC-028,在线学习页面视频,P1,视频学习中断后再次进入在线学习页，从上次进度恢复播放（断点续播）,PASS,-,False,False,False
