case_id,module,priority,scene,judge_status,reject_reason,hit_confirmed_fact,hit_pending,hit_reuse_risk
TC-001,首页-教材年级切换,P1,切换教材年级后页面数据完全独立重置,PASS,-,False,False,False
TC-002,首页-教材年级选择,P1,首次使用教材年级选择强制弹窗,PASS,-,False,False,False
TC-003,首页-教学周,P1,教学周自动定位：根据服务器时间显示正确的教学周,PASS,-,False,False,False
TC-004,周末提升-增量更新,P1,周末提升-增量更新：完成薄弱点定位和课程推荐后，返回补做周中习题产生新错题，手动刷新后薄弱点页新增知识点且原有知识点保留,PASS,-,False,False,False
TC-005,周末提升-增量更新,P2,周末提升-增量更新：增量更新后课程推荐页新增对应课程，原有课程保留且顺序合理,PASS,-,False,False,False
TC-006,周末提升-步骤流转,P1,周末提升流程：从在线学习页点击「提交全部，查看学习报告」跳转至学习报告页,PASS,-,False,False,False
TC-007,周末提升-步骤流转,P1,周末提升流程：从课程推荐页点击「立即开始学习全套课程」跳转至在线学习页并按顺序加载课程,PASS,-,False,False,False
TC-008,周末提升-步骤流转,P1,周末提升流程：从薄弱点定位页点击「下一步」跳转至课程推荐页并正确携带薄弱点数据,PASS,-,False,False,False
TC-009,周末提升-补做,P1,周末提升-补做场景：上周周末任务在当前周补做期内可正常完成全流程（薄弱点定位->课程推荐->在线学习->报告）,PASS,-,False,False,False
TC-010,周末提升-补做,P2,周末提升-补做场景：上上周周末任务不可补做，仅可查看历史数据,PASS,-,False,False,False
TC-011,在线学习,P1,在线学习页断点续播功能,PASS,-,False,False,False
TC-012,增量更新,P1,增量更新：补做周中习题后薄弱点新增，学习计划追加,PASS,-,False,False,False
TC-013,学习报告-返回首页,P1,返回首页后周末任务标记为已完成,PASS,-,False,False,False
TC-014,周中练习,P1,周中练习完成任务核心流程：提交后AI判分、状态更新、错题收录,PASS,-,False,False,False
TC-015,全局-网络异常,P1,网络异常时保留已加载数据并支持重试,PASS,-,False,False,False
TC-016,在线学习-随堂测评,P1,随堂测评-拍照后查看答案需扫码+督导端同意才能下一步,PASS,-,False,False,False
TC-017,周末提升任务,P1,周末提升任务首次查看时根据本周错题本生成,PASS,-,False,False,False
TC-018,督导端-判卷操作,P1,督导端「完成判卷」按钮不影响系统任务状态,PASS,-,False,False,False
TC-019,薄弱点定位,P1,薄弱点定位页AI分析及排序验证,PASS,-,False,False,False
TC-020,薄弱点定位,P2,薄弱点定位页-无错题数据时展示兜底状态,PASS,-,False,False,False
TC-021,周一定位习题本,P1,周一定位习题本-未完成任务时不显示模块,PASS,-,False,False,False
TC-022,周期切换,P1,周期切换：下周一00:00自动切换至新教学周,PASS,-,False,False,False
TC-023,学习报告,P1,学习报告页生成：基于全量学习数据AI生成报告,PASS,-,False,False,False
TC-024,课程推荐,P1,课程推荐页承接薄弱点数据并正确生成推荐列表,PASS,-,False,False,False
TC-025,随堂测评,P1,随堂测评-拍照上传答题纸并触发AI判分,PASS,-,False,False,False
TC-026,首页-付费校验,P1,已付费用户点击学习入口直接进入，无购买提示,PASS,-,False,False,False
TC-027,首页-付费校验,P2,首页付费校验：未付费用户点击任意学习入口弹出购买提示,PASS,-,False,False,False
TC-028,督导端,P2,督导端-单独习题集：督导点击「新增拍错题」入口，上传题目并修改对错判断，点击完成判卷后题目进入学生错题本,PASS,-,False,False,False
