candidate_index,case_id,description,test_module,model_priority_current,selected_by_review_llm,selected_by_review_must_keep,selected_by_review_constraints,selected_by_review_gate,retained_final,dropped_stage,dropped_reason,review_llm_drop_reason_raw,review_llm_drop_reason,review_llm_drop_reason_source,review_llm_drop_reason_evidence,has_positive_evidence,has_coverage_signal,has_high_signal,has_competition_signal,review_constraint_reason,bucket,rule_keys,adds_rule,adds_bucket,high_signal,has_coverage_value,retained_reason,rerank_rank,focus_score,covered_rule_ids,missing_rule_hits,core_rule_hits,coverage_gain_score,signature
1,TC-001,进入首页时校验付费状态，未付费用户点击任何学习入口（任务、课程、错题）弹出付费提示,首页-付费校验,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,首页-付费校验|state,[],False,True,True,True,retained_default,18,1,"[""RULE-001"", ""RULE-003"", ""RULE-004"", ""RULE-035"", ""RULE-058"", ""RULE-083"", ""RULE-085"", ""RULE-086"", ""RULE-087"", ""RULE-088"", ""RULE-089"", ""RULE-090"", ""RULE-091"", ""RULE-092"", ""RULE-093"", ""RULE-094"", ""RULE-107"", ""RULE-109""]",[],[],20,首页-付费校验|进入首页时校验付费状态，未付费用户点击任何学习入口（任务、课程、错题）弹出付费提示|每次点击均弹出提示框，文案包含'开启完整学习体验。购买后即可解锁全部周中练习、周末提升和错题解析功能，开启你的定制化进步之路。'，且无法进入对应功能页|无特殊输入
2,TC-002,首次使用定位学系统时，强制弹出教材版本与年级选择弹窗，选择后保存为默认,首页-教材年级初始化,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,首页-教材年级初始化|happy,[],False,True,True,True,retained_default,3,0,"[""RULE-001"", ""RULE-003"", ""RULE-004"", ""RULE-058"", ""RULE-065"", ""RULE-083"", ""RULE-086"", ""RULE-096"", ""RULE-098"", ""RULE-100"", ""RULE-107"", ""RULE-109"", ""RULE-113""]",[],"[""RULE-098""]",28,首页-教材年级初始化|首次使用定位学系统时，强制弹出教材版本与年级选择弹窗，选择后保存为默认|弹窗关闭，首页加载所选教材年级当前教学周的数据，后续进入自动使用该组合|教材版本：人教版，年级：四年级
3,TC-003,非首次使用时，首页自动加载用户上次使用的教材版本和年级,首页-教材年级自动加载,P1,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:coverage_redundant,coverage_redundant,coverage_redundant,llm,"{""bucket"": ""首页-教材年级自动加载|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 28, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [""RULE-098""], ""unique_coverage_hits"": [""RULE-065"", ""RULE-086"", ""RULE-096"", ""RULE-098"", ""RULE-099"", ""RULE-100"", ""RULE-107"", ""RULE-109"", ""RULE-113""], ""reuse_risk_hit"": false, ""reason_from"": ""llm""}",True,True,True,False,,首页-教材年级自动加载|happy,[],False,False,False,True,,0,0,"[""RULE-065"", ""RULE-086"", ""RULE-096"", ""RULE-098"", ""RULE-099"", ""RULE-100"", ""RULE-107"", ""RULE-109"", ""RULE-113""]",[],"[""RULE-098""]",28,首页-教材年级自动加载|非首次使用时，首页自动加载用户上次使用的教材版本和年级|首页自动显示上次使用的教材版本（人教版）和年级（四年级），并加载对应的当前教学周数据|无
4,TC-004,用户切换教材版本+年级后，页面立即重新加载当前教学周下新组合的所有数据，数据完全独立,首页-教材年级切换,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,首页-教材年级切换|happy,[],False,True,True,True,retained_default,2,0,"[""RULE-058"", ""RULE-065"", ""RULE-086"", ""RULE-098"", ""RULE-101"", ""RULE-102"", ""RULE-103"", ""RULE-109"", ""RULE-113""]",[],"[""RULE-098""]",28,首页-教材年级切换|用户切换教材版本+年级后，页面立即重新加载当前教学周下新组合的所有数据，数据完全独立|页面立即加载北师大版五年级当前教学周的数据，先前人教版四年级的数据不受影响；切回后数据完整恢复|切换至北师大版五年级
5,TC-005,系统根据服务器时间自动定位当前教学周，并加载该周的任务数据,首页-教学周定位,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,首页-教学周定位|happy,[],False,True,True,True,retained_default,23,0,"[""RULE-065"", ""RULE-086"", ""RULE-092"", ""RULE-107"", ""RULE-108"", ""RULE-109"", ""RULE-113""]",[],[],20,首页-教学周定位|系统根据服务器时间自动定位当前教学周，并加载该周的任务数据|教学周显示为2026.04.06-12（周一至周日），任务列表包含周一至周五的周中练习任务|无
6,TC-006,用户可切换查看历史周数据，历史周中状态为'待完成'的任务可点击进入补学,首页-教学周切换与历史补学,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,首页-教学周切换与历史补学|state,[],False,True,True,True,retained_default,19,1,"[""RULE-086"", ""RULE-087"", ""RULE-101"", ""RULE-109"", ""RULE-113"", ""RULE-114"", ""RULE-115"", ""RULE-116""]",[],[],20,首页-教学周切换与历史补学|用户可切换查看历史周数据，历史周中状态为'待完成'的任务可点击进入补学|页面加载上一周数据，状态为'待完成'的任务卡片可点击，点击后进入该任务的学习/答题页面，开始补学|切换至上一周
7,TC-007,补学历史周任务完成后，该任务状态更新为'已完成'，数据计入该历史周的统计中,首页-历史补学数据同步,P1,False,True,False,True,True,retained,retained,,,,{},False,False,False,False,,首页-历史补学数据同步|state,[],False,True,True,True,retained_default,10,1,"[""RULE-086"", ""RULE-087"", ""RULE-101"", ""RULE-113"", ""RULE-114"", ""RULE-116"", ""RULE-117"", ""RULE-118""]",[],[],20,首页-历史补学数据同步|补学历史周任务完成后，该任务状态更新为'已完成'，数据计入该历史周的统计中|周二任务状态变为'已完成'，该历史周的统计（总题数、正确数等）已更新包含本次数据|提交作业答案
8,TC-008,周一任务提交后，AI即时判分，任务状态自动变为'已完成'，错题记录至本周错题本,周中练习-AI判分与状态更新,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,周中练习-ai判分与状态更新|exception,[],False,True,True,True,retained_default,13,3,"[""RULE-086"", ""RULE-087"", ""RULE-089"", ""RULE-092"", ""RULE-118""]",[],[],20,周中练习-ai判分与状态更新|周一任务提交后，ai即时判分，任务状态自动变为'已完成'，错题记录至本周错题本|提交后几秒内任务卡片状态变为'已完成'，本周错题本中新增了该次练习的错题记录|提交的答案中有若干错误
9,TC-009,周一任务完成后，自动在首页生成'周一习题本'模块，显示总题数、正确数、错误数,周一习题本-生成与统计,P1,False,True,False,True,True,retained,retained,,,,{},False,False,False,False,,周一习题本-生成与统计|exception,[],False,True,True,True,retained_default,4,2,"[""RULE-086"", ""RULE-113"", ""RULE-118""]",[],[],20,周一习题本-生成与统计|周一任务完成后，自动在首页生成'周一习题本'模块，显示总题数、正确数、错误数|首页出现'周一习题本'模块，显示总题数20、正确数（如18）、错误数（2），数据与判分结果一致|无
10,TC-010,周一任务全对时，周一习题本显示鼓励文案，不展示具体错题详情,周一习题本-全对边界,P2,False,True,False,True,True,retained,retained,,,,{},False,False,False,False,,周一习题本-全对边界|exception,[],False,True,True,True,retained_default,6,2,"[""RULE-086"", ""RULE-089"", ""RULE-113"", ""RULE-118""]",[],[],20,周一习题本-全对边界|周一任务全对时，周一习题本显示鼓励文案，不展示具体错题详情|周一习题本显示'全部正确，太棒了！'等鼓励文案，无错题详情区域，统计数据中错误数为0|提交全部正确的答案
