candidate_index,case_id,description,test_module,model_priority_current,selected_by_review_llm,selected_by_review_must_keep,selected_by_review_constraints,selected_by_review_gate,retained_final,dropped_stage,dropped_reason,review_llm_drop_reason_raw,review_llm_drop_reason,review_llm_drop_reason_source,review_llm_drop_reason_evidence,has_positive_evidence,has_coverage_signal,has_high_signal,has_competition_signal,review_constraint_reason,bucket,rule_keys,adds_rule,adds_bucket,high_signal,has_coverage_value,retained_reason,rerank_rank,focus_score,covered_rule_ids,missing_rule_hits,core_rule_hits,coverage_gain_score,signature
1,TC-001,首次进入首页，未付费状态下点击周中练习任务，弹出付费提示弹窗,首页-付费校验,P2,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,首页-付费校验|state,[],False,False,True,True,retained_due_to_coverage_value,16,1,"[""RULE-001"", ""RULE-003"", ""RULE-004"", ""RULE-035"", ""RULE-058"", ""RULE-065"", ""RULE-083"", ""RULE-085"", ""RULE-086"", ""RULE-087"", ""RULE-088"", ""RULE-089"", ""RULE-090"", ""RULE-091"", ""RULE-092"", ""RULE-093"", ""RULE-094"", ""RULE-097"", ""RULE-098"", ""RULE-107""]",[],"[""RULE-098""]",28,首页-付费校验|首次进入首页，未付费状态下点击周中练习任务，弹出付费提示弹窗|弹出付费提示弹窗，文案为'开启完整学习体验。购买后即可解锁全部周中练习、周末提升和错题解析功能，开启你的定制化进步之路。'|无
2,TC-002,首次进入首页，未选择教材年级时强制弹窗选择，选择后保存为默认,首页-教材年级选择,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,首页-教材年级选择|happy,[],False,True,True,True,retained_default,3,0,"[""RULE-001"", ""RULE-003"", ""RULE-004"", ""RULE-058"", ""RULE-065"", ""RULE-083"", ""RULE-097"", ""RULE-098"", ""RULE-103"", ""RULE-107"", ""RULE-109"", ""RULE-113""]",[],"[""RULE-098""]",28,首页-教材年级选择|首次进入首页，未选择教材年级时强制弹窗选择，选择后保存为默认|弹窗关闭，首页加载当前教学周下'人教版-三年级'对应的任务数据，并将该组合保存为用户默认值。|教材版本：人教版，年级：三年级
3,TC-003,后续使用，自动加载上次使用的教材版本和年级,首页-教材年级选择,P2,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,coverage_redundant,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""首页-教材年级选择|happy"", ""priority"": ""P2"", ""focus_score"": 0, ""coverage_gain_score"": 28, ""selected_case_ids"": [""TC-002""], ""selected_count_in_bucket"": 1, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": true, ""missing_rule_hits"": [], ""core_rule_hits"": [""RULE-098""], ""unique_coverage_hits"": [""RULE-001"", ""RULE-003"", ""RULE-004"", ""RULE-058"", ""RULE-065"", ""RULE-083"", ""RULE-096"", ""RULE-098"", ""RULE-099"", ""RULE-100"", ""RULE-103"", ""RULE-107"", ""RULE-109"", ""RULE-113""], ""reuse_risk_hit"": false, ""reason_from"": ""llm"", ""reason_adjusted_from"": ""coverage_redundant"", ""reason_adjusted_to"": ""coverage_protected_omitted"", ""reason_adjustment_rule"": ""llm_coverage_redundant_with_coverage_signal""}",True,True,True,True,,首页-教材年级选择|happy,[],False,False,False,True,,0,0,"[""RULE-001"", ""RULE-003"", ""RULE-004"", ""RULE-058"", ""RULE-065"", ""RULE-083"", ""RULE-096"", ""RULE-098"", ""RULE-099"", ""RULE-100"", ""RULE-103"", ""RULE-107"", ""RULE-109"", ""RULE-113""]",[],"[""RULE-098""]",28,首页-教材年级选择|后续使用，自动加载上次使用的教材版本和年级|首页自动加载'人教版-三年级'在当前教学周下的任务数据，无需弹窗选择。|无
4,TC-004,切换教材版本或年级，页面立即重新加载新组合在当前教学周下的数据，且进度独立,首页-教材年级切换,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,首页-教材年级切换|happy,[],False,True,True,True,retained_default,2,0,"[""RULE-058"", ""RULE-065"", ""RULE-098"", ""RULE-101"", ""RULE-102"", ""RULE-103"", ""RULE-107"", ""RULE-109"", ""RULE-113""]",[],"[""RULE-098""]",28,首页-教材年级切换|切换教材版本或年级，页面立即重新加载新组合在当前教学周下的数据，且进度独立|切换后页面立即重新加载'北师大版-四年级'在当前教学周下的任务数据，与原来的人教版数据完全独立，进度互不影响。切回后原数据完整保留。|切换操作为：用户点击选择器并选择目标组合
5,TC-005,教学周默认为当前周，点击顶部箭头可切换前/后周查看历史数据,首页-教学周切换,P1,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,coverage_redundant,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""首页-教学周切换|state"", ""priority"": ""P1"", ""focus_score"": 1, ""coverage_gain_score"": 20, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-065"", ""RULE-087"", ""RULE-101"", ""RULE-107"", ""RULE-109"", ""RULE-112"", ""RULE-113""], ""reuse_risk_hit"": false, ""reason_from"": ""llm"", ""reason_adjusted_from"": ""coverage_redundant"", ""reason_adjusted_to"": ""coverage_protected_omitted"", ""reason_adjustment_rule"": ""llm_coverage_redundant_with_coverage_signal""}",True,True,True,False,,首页-教学周切换|state,[],False,False,False,False,,0,1,"[""RULE-065"", ""RULE-087"", ""RULE-101"", ""RULE-107"", ""RULE-109"", ""RULE-112"", ""RULE-113""]",[],[],20,首页-教学周切换|教学周默认为当前周，点击顶部箭头可切换前/后周查看历史数据|默认加载当前周数据；点击左箭头显示前一周数据（含历史任务状态）；点击右箭头显示后一周数据（若数据为未来周则可能为空）；切换回当前周数据正确。每个周次数据独立。|无
6,TC-006,周中练习完成流程：用户提交答案后，AI即时判分，任务状态变为已完成，错题自动归档至对应日期错题本,周中练习-完成流程,P1,False,True,False,True,True,retained,retained,,,,{},False,False,False,False,,周中练习-完成流程|exception,[],False,True,True,True,retained_default,4,3,"[""RULE-065"", ""RULE-086"", ""RULE-087"", ""RULE-089"", ""RULE-092"", ""RULE-113"", ""RULE-118""]",[],[],20,周中练习-完成流程|周中练习完成流程：用户提交答案后，ai即时判分，任务状态变为已完成，错题自动归档至对应日期错题本|ai即时判分完成，任务卡片状态更新为'已完成'；错题本中收录该3道错题，标记日期为周一；首页统计数据更新（总题数20，正确数17，错误数3）。|提交的答案包含3道错误题目
7,TC-007,周末任务首次生成：用户首次进入周末界面，系统根据本周错题本自动生成周末提升任务,周末提升-任务生成,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,周末提升-任务生成|state,[],False,True,True,True,retained_default,11,1,"[""RULE-057"", ""RULE-068"", ""RULE-087"", ""RULE-089"", ""RULE-092"", ""RULE-101"", ""RULE-107"", ""RULE-118""]",[],[],20,周末提升-任务生成|周末任务首次生成：用户首次进入周末界面，系统根据本周错题本自动生成周末提升任务|周末提升任务自动生成，状态为'待完成'，包含针对薄弱点的精讲视频和配套练习。任务内容仅含数学科目。|本周错题本包含分数运算、小数除法两个知识点的错题
8,TC-008,历史周补学：用户在历史周查看待完成任务，完成提交后任务状态更新且数据计入历史周统计,历史周-补学,P1,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,coverage_redundant,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""历史周-补学|state"", ""priority"": ""P1"", ""focus_score"": 1, ""coverage_gain_score"": 20, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-087"", ""RULE-089"", ""RULE-092"", ""RULE-101"", ""RULE-107"", ""RULE-113"", ""RULE-116"", ""RULE-118""], ""reuse_risk_hit"": false, ""reason_from"": ""llm"", ""reason_adjusted_from"": ""coverage_redundant"", ""reason_adjusted_to"": ""coverage_protected_omitted"", ""reason_adjustment_rule"": ""llm_coverage_redundant_with_coverage_signal""}",True,True,True,False,,历史周-补学|state,[],False,False,False,False,,0,1,"[""RULE-087"", ""RULE-089"", ""RULE-092"", ""RULE-101"", ""RULE-107"", ""RULE-113"", ""RULE-116"", ""RULE-118""]",[],[],20,历史周-补学|历史周补学：用户在历史周查看待完成任务，完成提交后任务状态更新且数据计入历史周统计|该任务状态变为'已完成'；第一周的统计数据（总题数、正确数）更新；第一周的错题本新增错题；连续学习天数不会因补学历史周而增加（仅计入当日有效行为）。|提交答案后，ai判分正确率80%
9,TC-009,连续学习天数计算：当天有任务完成则连续天数+1，无任务完成则次日清零,首页-连续学习天数,P1,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""首页-连续学习天数|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": -8, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-092""], ""reuse_risk_hit"": false}",True,True,True,False,dropped_by_target_max,首页-连续学习天数|happy,[],False,False,False,False,,0,0,"[""RULE-092""]",[],[],-8,首页-连续学习天数|连续学习天数计算：当天有任务完成则连续天数+1，无任务完成则次日清零|第4天登录时显示连续学习天数为3（因为当天尚未完成，且规则是'从最近一天向前追溯'，需结合服务器时间判断）。实际规则：每日24:00统计，若当天有完成则+1，否则清零。第4日完成任务后第5日显示为4；第5日无任务，第6日显示为0。|第4天完成一个任务；第5天不完成任何任务
10,TC-010,知识点掌握度计算：根据本周答题结果更新知识点掌握度，正确率高则标记为'熟练',知识点掌握度,P2,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,low_value,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""知识点掌握度|happy"", ""priority"": ""P2"", ""focus_score"": 0, ""coverage_gain_score"": 20, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-068"", ""RULE-107"", ""RULE-118""], ""reuse_risk_hit"": false, ""reason_from"": ""llm"", ""reason_adjusted_from"": ""low_value"", ""reason_adjusted_to"": ""coverage_protected_omitted"", ""reason_adjustment_rule"": ""llm_low_value_with_coverage_signal""}",True,True,True,False,,知识点掌握度|happy,[],False,False,False,False,,0,0,"[""RULE-068"", ""RULE-107"", ""RULE-118""]",[],[],20,知识点掌握度|知识点掌握度计算：根据本周答题结果更新知识点掌握度，正确率高则标记为'熟练'|分数运算显示'熟练'或'一般'（取决于阈值）？需求未给具体阈值，但应显示为'一般'或'熟练'；小数除法显示'薄弱'。具体阈值待教研确认，但系统必须有计算逻辑。|分数运算正确率90%，小数除法正确率40%
11,TC-011,周期切换：周一00:00系统自动切换到下一教学周，上周数据归档并可查看历史,周期切换,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,周期切换|state,[],False,True,True,True,retained_default,10,1,"[""RULE-087"", ""RULE-101"", ""RULE-107"", ""RULE-113"", ""RULE-115"", ""RULE-116"", ""RULE-118""]",[],[],20,周期切换|周期切换：周一00:00系统自动切换到下一教学周，上周数据归档并可查看历史|周一00:00后，首页自动切换到下一教学周，任务列表全部为新的待完成任务；上周数据可通过顶部箭头查看，任务状态保留（已完成/待完成），待完成任务支持补学。|无
12,TC-012,周中练习全对时，习题本显示鼓励文案，不展示错题详情,周中练习-空状态边界,P2,False,True,False,True,True,retained,retained,,,,{},False,False,False,False,,周中练习-空状态边界|happy,[],False,True,True,True,retained_default,6,0,"[""RULE-087"", ""RULE-092"", ""RULE-113""]",[],[],20,周中练习-空状态边界|周中练习全对时，习题本显示鼓励文案，不展示错题详情|习题本模块显示'全部正确，太棒了！'等鼓励文案，不展示具体题目详情和统计数据。|所有题目答案正确
13,TC-013,周中练习提交时网络异常，系统应有重试机制，保留已提交数据,周中练习-网络异常,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,周中练习-网络异常|exception,[],False,True,True,True,retained_default,9,2,"[""RULE-092"", ""RULE-107"", ""RULE-113""]",[],[],20,周中练习-网络异常|周中练习提交时网络异常，系统应有重试机制，保留已提交数据|系统显示网络异常提示（如'网络连接失败，请稍后重试'），保留用户已填写的答案；网络恢复后重试提交成功，流程正常。|提交请求时网络失败
14,TC-014,重新学习历史周任务：用户再次完成同一历史周任务，新结果覆盖原数据，更新知识点掌握情况,历史周-重新学习,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,历史周-重新学习|exception,[],False,True,True,True,retained_default,8,2,"[""RULE-089"", ""RULE-101"", ""RULE-113"", ""RULE-118""]",[],[],20,历史周-重新学习|重新学习历史周任务：用户再次完成同一历史周任务，新结果覆盖原数据，更新知识点掌握情况|习题本数据更新为最新结果（错误数1），原数据被覆盖；第一周的知识点掌握度根据新结果重新计算；错题本中该日错题更新为最新的错题。|本次提交仅错1道题目
15,TC-015,督导端点击'完成判卷'按钮，仅用于标记督导工作流程，不影响系统任务状态,督导端-完成判卷,P2,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,low_value,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""督导端-完成判卷|state"", ""priority"": ""P2"", ""focus_score"": 1, ""coverage_gain_score"": 20, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-087"", ""RULE-092"", ""RULE-107"", ""RULE-118""], ""reuse_risk_hit"": false, ""reason_from"": ""llm"", ""reason_adjusted_from"": ""low_value"", ""reason_adjusted_to"": ""coverage_protected_omitted"", ""reason_adjustment_rule"": ""llm_low_value_with_coverage_signal""}",True,True,True,False,,督导端-完成判卷|state,[],False,False,False,False,,0,1,"[""RULE-087"", ""RULE-092"", ""RULE-107"", ""RULE-118""]",[],[],20,督导端-完成判卷|督导端点击'完成判卷'按钮，仅用于标记督导工作流程，不影响系统任务状态|督导端'完成判卷'按钮可反复点击，仅记录督导工作节点；学生端任务状态不受影响，仍为'已完成'。|无
