candidate_index,case_id,description,test_module,model_priority_current,dropped_stage,dropped_reason,review_llm_drop_reason_raw,review_llm_drop_reason,review_llm_drop_reason_source,review_llm_drop_reason_evidence,has_positive_evidence,has_coverage_signal,has_high_signal,has_competition_signal,bucket,has_coverage_value,high_signal,covered_rule_ids
1,TC-001,付费校验：未付费用户进入定位学系统时，完整功能不可用，提示付费,权限控制,P1,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""权限控制|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 0, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-004"", ""RULE-010"", ""RULE-049""], ""reuse_risk_hit"": false}",True,True,True,False,权限控制|happy,False,False,"[""RULE-004"", ""RULE-010"", ""RULE-049""]"
2,TC-002,付费校验：已付费用户可正常使用所有功能,权限控制,P1,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""权限控制|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 0, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-004"", ""RULE-010""], ""reuse_risk_hit"": false}",True,True,True,False,权限控制|happy,False,False,"[""RULE-004"", ""RULE-010""]"
4,TC-004,教学周：自动定位当前周，支持前后切换；历史周补做规则验证（当前周与上周补做期内可操作，更早仅可查看）,教学周管理,P1,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""教学周管理|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 0, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-012"", ""RULE-013"", ""RULE-014"", ""RULE-049""], ""reuse_risk_hit"": false}",True,True,True,False,教学周管理|happy,False,False,"[""RULE-012"", ""RULE-013"", ""RULE-014"", ""RULE-049""]"
5,TC-005,过期规则：周日24:00后当前周仅可查看，不可操作,教学周管理,P2,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""教学周管理|happy"", ""priority"": ""P2"", ""focus_score"": 0, ""coverage_gain_score"": -8, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-014"", ""RULE-049""], ""reuse_risk_hit"": false}",True,True,True,False,教学周管理|happy,False,False,"[""RULE-014"", ""RULE-049""]"
13,TC-013,分享操作：微信好友/朋友圈分享，家长仅读；重新学习仅在当前周/上周补做期内可重置,学习报告,P1,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""学习报告|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": -8, ""selected_case_ids"": [""TC-012""], ""selected_count_in_bucket"": 1, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": true, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-035"", ""RULE-049""], ""reuse_risk_hit"": false}",True,True,True,True,学习报告|happy,False,False,"[""RULE-035"", ""RULE-049""]"
16,TC-016,错题本去重：同一道题多次做错，错题本中只保留一条记录,错题本,P1,review_selector,drop_outside_target_window,,fallback_unspecified,deterministic_backfill,"{""bucket"": ""错题本|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 0, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": false, ""has_coverage_signal"": false, ""has_high_signal"": false, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [], ""reuse_risk_hit"": false}",False,False,False,False,错题本|happy,False,False,[]
17,TC-017,薄弱点列表实时更新：按知识点名称、关联、错题数、掌握度排序，历史周仅补做时更新,AI定位,P1,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""ai定位|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": -8, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-026""], ""reuse_risk_hit"": false}",True,True,True,False,ai定位|happy,False,False,"[""RULE-026""]"
19,TC-019,连续学习天数：最近一连串完成+1，中断清零,学习数据,P1,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""学习数据|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": -8, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-020""], ""reuse_risk_hit"": false}",True,True,True,False,学习数据|happy,False,False,"[""RULE-020""]"
20,TC-020,知识点掌握度：按本周答题情况计算，分薄弱/一般/熟练，实时更新,学习数据,P1,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""学习数据|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": -8, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-022""], ""reuse_risk_hit"": false}",True,True,True,False,学习数据|happy,False,False,"[""RULE-022""]"
21,TC-021,督导端智能课堂：小学数学定位学第N周周六/周日，切片：周中刷题，按钮：申请拍照判题,督导端,P1,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""督导端|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": -8, ""selected_case_ids"": [""TC-030""], ""selected_count_in_bucket"": 1, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": true, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-042"", ""RULE-046"", ""RULE-047"", ""RULE-048"", ""RULE-049""], ""reuse_risk_hit"": false}",True,True,True,True,督导端|happy,False,False,"[""RULE-042"", ""RULE-046"", ""RULE-047"", ""RULE-048"", ""RULE-049""]"
