candidate_index,case_id,description,test_module,model_priority_current,dropped_stage,dropped_reason,review_llm_drop_reason_raw,review_llm_drop_reason,review_llm_drop_reason_source,review_llm_drop_reason_evidence,has_positive_evidence,has_coverage_signal,has_high_signal,has_competition_signal,bucket,has_coverage_value,high_signal,covered_rule_ids
1,TC-001,验证未付费用户访问定位学完整功能时被拦截,权限控制,P1,review_selector,drop_outside_target_window,,fallback_unspecified,deterministic_backfill,"{""bucket"": ""权限控制|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 0, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": false, ""has_coverage_signal"": false, ""has_high_signal"": false, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [], ""reuse_risk_hit"": false}",False,False,False,False,权限控制|happy,False,False,[]
2,TC-002,验证首次选择教材/年级后后续自动加载默认设置,全局设置,P1,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""全局设置|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 20, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-007"", ""RULE-011""], ""reuse_risk_hit"": false}",True,True,True,False,全局设置|happy,False,False,"[""RULE-007"", ""RULE-011""]"
3,TC-003,验证教学周自动定位到当前周,教学周管理,P1,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""教学周管理|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 20, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-007"", ""RULE-011""], ""reuse_risk_hit"": false}",True,True,True,False,教学周管理|happy,False,False,"[""RULE-007"", ""RULE-011""]"
4,TC-004,验证教学周切换功能（前后周）,教学周管理,P1,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""教学周管理|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": -8, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-049""], ""reuse_risk_hit"": false}",True,True,True,False,教学周管理|happy,False,False,"[""RULE-049""]"
6,TC-006,验证过期规则：周日24:00后历史周仅可查看不可操作,教学周管理,P2,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""教学周管理|happy"", ""priority"": ""P2"", ""focus_score"": 0, ""coverage_gain_score"": -8, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-014"", ""RULE-049""], ""reuse_risk_hit"": false}",True,True,True,False,教学周管理|happy,False,False,"[""RULE-014"", ""RULE-049""]"
9,TC-009,验证周末课程包基于本周错题本生成，周六周日内容相同,周末学习,P1,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""周末学习|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": -8, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-047""], ""reuse_risk_hit"": false}",True,True,True,False,周末学习|happy,False,False,"[""RULE-047""]"
10,TC-010,验证连续学习天数计算：当天完成+1，中断清零,学习数据与统计,P2,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""学习数据与统计|happy"", ""priority"": ""P2"", ""focus_score"": 0, ""coverage_gain_score"": 20, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-019"", ""RULE-020""], ""reuse_risk_hit"": false}",True,True,True,False,学习数据与统计|happy,False,False,"[""RULE-019"", ""RULE-020""]"
13,TC-013,验证薄弱点列表排序和实时更新（当前周）,AI定位与推荐,P1,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""ai定位与推荐|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 0, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-004"", ""RULE-024"", ""RULE-026""], ""reuse_risk_hit"": false}",True,True,True,False,ai定位与推荐|happy,False,False,"[""RULE-004"", ""RULE-024"", ""RULE-026""]"
14,TC-014,验证周末课程推荐基于全量答题数据生成，支持增量更新,AI定位与推荐,P1,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""ai定位与推荐|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 20, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-004"", ""RULE-024"", ""RULE-027""], ""reuse_risk_hit"": false}",True,True,True,False,ai定位与推荐|happy,False,False,"[""RULE-004"", ""RULE-024"", ""RULE-027""]"
15,TC-015,验证随堂测评完整流程：打印->手写->拍照上传->OCR+AI判分,周末学习与测评,P1,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""周末学习与测评|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": -8, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-028"", ""RULE-030""], ""reuse_risk_hit"": false}",True,True,True,False,周末学习与测评|happy,False,False,"[""RULE-028"", ""RULE-030""]"
16,TC-016,验证周末学习断点续播：学习过程中退出后恢复,周末学习与测评,P1,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""周末学习与测评|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": -8, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-028""], ""reuse_risk_hit"": false}",True,True,True,False,周末学习与测评|happy,False,False,"[""RULE-028""]"
18,TC-018,验证答题照片区最多显示20张照片,学习报告页,P2,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""学习报告页|happy"", ""priority"": ""P2"", ""focus_score"": 0, ""coverage_gain_score"": -8, ""selected_case_ids"": [""TC-017""], ""selected_count_in_bucket"": 1, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": true, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-032"", ""RULE-049""], ""reuse_risk_hit"": false}",True,True,True,True,学习报告页|happy,False,False,"[""RULE-032"", ""RULE-049""]"
19,TC-019,验证学习报告分享到微信好友/朋友圈，家长仅读权限,学习报告页,P1,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""学习报告页|risk"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": -8, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-032"", ""RULE-035"", ""RULE-049""], ""reuse_risk_hit"": false}",True,True,True,False,学习报告页|risk,False,False,"[""RULE-032"", ""RULE-035"", ""RULE-049""]"
20,TC-020,验证重新学习在当前周/上周补做期内可重置,学习报告页,P1,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""学习报告页|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": -8, ""selected_case_ids"": [""TC-017""], ""selected_count_in_bucket"": 1, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": true, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-032""], ""reuse_risk_hit"": false}",True,True,True,True,学习报告页|happy,False,False,"[""RULE-032""]"
