candidate_index,case_id,description,test_module,model_priority_current,selected_by_review_llm,selected_by_review_must_keep,selected_by_review_constraints,selected_by_review_gate,retained_final,dropped_stage,dropped_reason,review_llm_drop_reason_raw,review_llm_drop_reason,review_llm_drop_reason_source,review_llm_drop_reason_evidence,has_positive_evidence,has_coverage_signal,has_high_signal,has_competition_signal,review_constraint_reason,bucket,rule_keys,adds_rule,adds_bucket,high_signal,has_coverage_value,retained_reason,rerank_rank,focus_score,covered_rule_ids,missing_rule_hits,core_rule_hits,coverage_gain_score,signature
1,TC-001,未付费用户点击首页任何学习入口时，弹出付费提示弹窗，阻止进入学习流程,首页-付费校验,P2,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,首页-付费校验|happy,[],False,True,True,True,retained_default,3,0,"[""RULE-001"", ""RULE-003"", ""RULE-004"", ""RULE-035"", ""RULE-058"", ""RULE-083"", ""RULE-085"", ""RULE-086"", ""RULE-087"", ""RULE-088"", ""RULE-089"", ""RULE-090"", ""RULE-091"", ""RULE-092"", ""RULE-093"", ""RULE-094"", ""RULE-096"", ""RULE-098"", ""RULE-100"", ""RULE-107"", ""RULE-118""]",[],"[""RULE-098""]",28,首页-付费校验|未付费用户点击首页任何学习入口时，弹出付费提示弹窗，阻止进入学习流程|每个学习入口点击后均弹出提示框，文案包含“开启完整学习体验。购买后即可解锁全部周中练习、周末提升和错题解析功能，开启你的定制化进步之路。”，不跳转学习页面|无特殊输入
2,TC-002,首次进入系统时，无默认教材年级，强制弹窗要求用户选择并保存为默认,首页-教材年级选择,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,首页-教材年级选择|happy,[],False,True,True,True,retained_default,2,0,"[""RULE-065"", ""RULE-086"", ""RULE-098"", ""RULE-107"", ""RULE-109"", ""RULE-113""]",[],"[""RULE-098""]",28,首页-教材年级选择|首次进入系统时，无默认教材年级，强制弹窗要求用户选择并保存为默认|弹窗正确显示，用户选择后保存为默认，首页重新加载该教材年级下当前教学周的数据|教材版本：人教版，年级：三年级
3,TC-003,切换教材年级后，页面立即重新加载当前教学周下新组合的独立数据，周中任务内容和统计归零,首页-教材年级切换,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,首页-教材年级切换|state,[],False,True,True,True,retained_default,1,1,"[""RULE-065"", ""RULE-086"", ""RULE-087"", ""RULE-092"", ""RULE-098"", ""RULE-101"", ""RULE-102"", ""RULE-103"", ""RULE-109"", ""RULE-113""]",[],"[""RULE-098""]",28,首页-教材年级切换|切换教材年级后，页面立即重新加载当前教学周下新组合的独立数据，周中任务内容和统计归零|页面刷新，当前教学周任务重新加载为待完成状态；之前教材年级a下的进度和数据不可见；连续学习天数、知识点掌握情况等均对应新组合，互不影响|切换到教材：北师大版，年级：四年级
4,TC-004,首页根据服务器时间自动定位并显示当前教学周，支持通过箭头切换前/后周查看历史或未来周数据,首页-教学周切换,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,首页-教学周切换|state,[],False,True,True,True,retained_default,13,1,"[""RULE-065"", ""RULE-086"", ""RULE-087"", ""RULE-092"", ""RULE-101"", ""RULE-107"", ""RULE-108"", ""RULE-109"", ""RULE-113"", ""RULE-116"", ""RULE-118""]",[],[],20,首页-教学周切换|首页根据服务器时间自动定位并显示当前教学周，支持通过箭头切换前/后周查看历史或未来周数据|首页默认显示当前周；切换到上一周时，加载该周归档数据，已完成任务可查看，待完成任务可补学（在补做期内）；切换到未来周应显示提示或空状态，无实际操作入口|无
5,TC-005,在历史周中，待完成任务的补学完成后，任务状态变更为已完成，数据计入该历史周的统计,首页-历史补学,P1,False,True,False,True,True,retained,retained,,,,{},False,False,False,False,,首页-历史补学|state,[],False,True,True,True,retained_default,7,1,"[""RULE-086"", ""RULE-087"", ""RULE-101"", ""RULE-107"", ""RULE-113"", ""RULE-114"", ""RULE-115"", ""RULE-116"", ""RULE-117"", ""RULE-118""]",[],[],20,首页-历史补学|在历史周中，待完成任务的补学完成后，任务状态变更为已完成，数据计入该历史周的统计|上周该任务状态变为已完成；该历史周统计数据（正确数、知识掌握等）更新；当天连续学习天数计数正确，不影响当前周数据|提交答题（ai判分）
6,TC-006,完成周中练习、AI即时判分后，任务状态更新为已完成，同步生成当日习题本模块且展示正确统计数据,周中练习-核心工作流,P1,False,True,False,True,True,retained,retained,,,,{},False,False,False,False,,周中练习-核心工作流|exception,[],False,True,True,True,retained_default,4,3,"[""RULE-086"", ""RULE-087"", ""RULE-089"", ""RULE-092"", ""RULE-107"", ""RULE-113"", ""RULE-118""]",[],[],20,周中练习-核心工作流|完成周中练习、ai即时判分后，任务状态更新为已完成，同步生成当日习题本模块且展示正确统计数据|任务状态立即变为已完成；周一习题本自动出现，显示总题数(20)、正确数(19)、错误数(1)；首道错题详情展示题目标、用户答案、正确答案、知识点标签和解析|模拟提交19道正确、1道错误
7,TC-007,周中练习全部正确时，习题本模块展示鼓英文案，不显示具体错题详情,周中练习-全对边界,P2,False,True,False,True,True,retained,retained,,,,{},False,False,False,False,,周中练习-全对边界|happy,[],False,True,True,True,retained_default,8,0,"[""RULE-086"", ""RULE-089"", ""RULE-092"", ""RULE-107""]",[],[],-16,周中练习-全对边界|周中练习全部正确时，习题本模块展示鼓英文案，不显示具体错题详情|习题本模块显示“全部正确，太棒了！”等鼓英文案，不显示具体题目列表和错题详情|全部正确答案
8,TC-008,重新做同一历史周的周中练习并提交后，系统用最新结果覆盖该天习题本数据，同步更新该周知识点掌握情况,周中练习-数据覆盖,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,周中练习-数据覆盖|exception,[],False,True,True,True,retained_default,9,2,"[""RULE-086"", ""RULE-089"", ""RULE-092"", ""RULE-101"", ""RULE-104"", ""RULE-107"", ""RULE-113"", ""RULE-118""]",[],[],20,周中练习-数据覆盖|重新做同一历史周的周中练习并提交后，系统用最新结果覆盖该天习题本数据，同步更新该周知识点掌握情况|习题本数据更新为最新答题结果；上周知识点掌握度根据新数据重新计算；历史统计（总题数、正确数）同步覆盖|新答题结果（正确/错误数不同）
9,TC-009,周末首次进入界面时，系统根据本周错题本调用教研逻辑生成周末提升任务，状态为待完成,周末流程-任务生成,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,周末流程-任务生成|state,[],False,True,True,True,retained_default,10,1,"[""RULE-057"", ""RULE-068"", ""RULE-086"", ""RULE-087"", ""RULE-089"", ""RULE-092"", ""RULE-107"", ""RULE-118""]",[],[],20,周末流程-任务生成|周末首次进入界面时，系统根据本周错题本调用教研逻辑生成周末提升任务，状态为待完成|系统自动或立即生成周末提升任务列表，状态显示为待完成；任务列表包含基于本周错题生成的课程/练习|无
10,TC-010,AI薄弱点定位页面加载后，按掌握度从低到高排序展示知识点列表，显示知识点名称、关联错题数、掌握度,薄弱点定位,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,薄弱点定位|happy,[],False,True,True,True,retained_default,18,0,"[""RULE-004"", ""RULE-057"", ""RULE-086"", ""RULE-092"", ""RULE-107"", ""RULE-109""]",[],[],0,薄弱点定位|ai薄弱点定位页面加载后，按掌握度从低到高排序展示知识点列表，显示知识点名称、关联错题数、掌握度|知识点列表按掌握度（薄弱→一般→熟练）从低到高排序；每个条目包含知识点名称、关联错题数、掌握度文字描述；支持点击跳转对应错题本|无
11,TC-011,薄弱点定位页面无有效薄弱点数据时，展示兜底文案，下⼀步按钮置灰,薄弱点定位-无数据兜底,P2,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,coverage_redundant,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""薄弱点定位-无数据兜底|happy"", ""priority"": ""P2"", ""focus_score"": 0, ""coverage_gain_score"": 20, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-057"", ""RULE-086"", ""RULE-089"", ""RULE-113""], ""reuse_risk_hit"": false, ""reason_from"": ""llm"", ""reason_adjusted_from"": ""coverage_redundant"", ""reason_adjusted_to"": ""coverage_protected_omitted"", ""reason_adjustment_rule"": ""llm_coverage_redundant_with_coverage_signal""}",True,True,True,False,,薄弱点定位-无数据兜底|happy,[],False,False,False,False,,0,0,"[""RULE-057"", ""RULE-086"", ""RULE-089"", ""RULE-113""]",[],[],20,薄弱点定位-无数据兜底|薄弱点定位页面无有效薄弱点数据时，展示兜底文案，下⼀步按钮置灰|页面显示“暂⽆薄弱点，⽆法⽣成课程推荐”等类似文案；【下⼀步】按钮置灰不可点击|无
12,TC-012,上周在补做期内可正常进行薄弱点定位、生成课程推荐及学习，过期后仅可查看不可操作,周末流程-补做时限,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,周末流程-补做时限|happy,[],False,True,True,True,retained_default,14,0,"[""RULE-057"", ""RULE-086"", ""RULE-089"", ""RULE-101"", ""RULE-113""]",[],[],20,周末流程-补做时限|上周在补做期内可正常进行薄弱点定位、生成课程推荐及学习，过期后仅可查看不可操作|上周可正常操作，进度可更新；上上周仅可查看历史数据，所有交互按钮（如下一步、重新学习）无效或隐藏|无
13,TC-013,课程推荐页面加载后，列表展示基于薄弱点生成的AI推荐课程，支持查看关联知识点详情,课程推荐,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,课程推荐|state,[],False,True,True,True,retained_default,12,1,"[""RULE-057"", ""RULE-087"", ""RULE-109"", ""RULE-113"", ""RULE-118""]",[],[],20,课程推荐|课程推荐页面加载后，列表展示基于薄弱点生成的ai推荐课程，支持查看关联知识点详情|课程列表正确展示，每门课程绑定对应薄弱知识点；点击课程可查看关联知识点详情并跳转回薄弱点定位页对应条目；返回按钮保留当前课程推荐数据且不改变步骤状态|无
