candidate_index,case_id,description,test_module,model_priority_current,dropped_stage,dropped_reason,review_llm_drop_reason_raw,review_llm_drop_reason,review_llm_drop_reason_source,review_llm_drop_reason_evidence,has_positive_evidence,has_coverage_signal,has_high_signal,has_competition_signal,bucket,has_coverage_value,high_signal,covered_rule_ids
2,TC-002,非首次使用用户进入首页时自动加载上次使用的教材版本和年级,首页-全局控制,P1,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,coverage_redundant,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""首页-全局控制|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 28, ""selected_case_ids"": [""TC-001"", ""TC-004"", ""TC-037""], ""selected_count_in_bucket"": 3, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [""RULE-098""], ""unique_coverage_hits"": [""RULE-065"", ""RULE-096"", ""RULE-098"", ""RULE-099"", ""RULE-100"", ""RULE-107"", ""RULE-109""], ""reuse_risk_hit"": false, ""reason_from"": ""llm"", ""reason_adjusted_from"": ""coverage_redundant"", ""reason_adjusted_to"": ""coverage_protected_omitted"", ""reason_adjustment_rule"": ""llm_coverage_redundant_with_coverage_signal""}",True,True,True,False,首页-全局控制|happy,True,False,"[""RULE-065"", ""RULE-096"", ""RULE-098"", ""RULE-099"", ""RULE-100"", ""RULE-107"", ""RULE-109""]"
3,TC-003,切换教材版本或年级后，页面立即重新加载新组合下的当前教学周数据,首页-全局控制,P1,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,coverage_redundant,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""首页-全局控制|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 28, ""selected_case_ids"": [""TC-001"", ""TC-004"", ""TC-037""], ""selected_count_in_bucket"": 3, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [""RULE-098""], ""unique_coverage_hits"": [""RULE-065"", ""RULE-098"", ""RULE-101"", ""RULE-109"", ""RULE-113""], ""reuse_risk_hit"": false, ""reason_from"": ""llm"", ""reason_adjusted_from"": ""coverage_redundant"", ""reason_adjusted_to"": ""coverage_protected_omitted"", ""reason_adjustment_rule"": ""llm_coverage_redundant_with_coverage_signal""}",True,True,True,False,首页-全局控制|happy,True,False,"[""RULE-065"", ""RULE-098"", ""RULE-101"", ""RULE-109"", ""RULE-113""]"
5,TC-005,付费用户点击学习入口正常跳转,首页-全局控制,P1,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,coverage_redundant,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""首页-全局控制|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 13, ""selected_case_ids"": [""TC-001"", ""TC-004"", ""TC-037""], ""selected_count_in_bucket"": 3, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": true, ""missing_rule_hits"": [], ""core_rule_hits"": [""RULE-098""], ""unique_coverage_hits"": [""RULE-086"", ""RULE-092"", ""RULE-098""], ""reuse_risk_hit"": false, ""reason_from"": ""llm"", ""reason_adjusted_from"": ""coverage_redundant"", ""reason_adjusted_to"": ""coverage_protected_omitted"", ""reason_adjustment_rule"": ""llm_coverage_redundant_with_coverage_signal""}",True,True,True,True,首页-全局控制|happy,True,False,"[""RULE-086"", ""RULE-092"", ""RULE-098""]"
6,TC-006,首页根据服务器时间自动定位到当前教学周，正确显示任务状态,首页-教学周,P1,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,coverage_redundant,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""首页-教学周|state"", ""priority"": ""P1"", ""focus_score"": 1, ""coverage_gain_score"": 20, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-065"", ""RULE-087"", ""RULE-092"", ""RULE-108"", ""RULE-118""], ""reuse_risk_hit"": false, ""reason_from"": ""llm"", ""reason_adjusted_from"": ""coverage_redundant"", ""reason_adjusted_to"": ""coverage_protected_omitted"", ""reason_adjustment_rule"": ""llm_coverage_redundant_with_coverage_signal""}",True,True,True,False,首页-教学周|state,False,False,"[""RULE-065"", ""RULE-087"", ""RULE-092"", ""RULE-108"", ""RULE-118""]"
7,TC-007,用户切换周次查看历史周数据,首页-教学周,P1,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,coverage_redundant,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""首页-教学周|state"", ""priority"": ""P1"", ""focus_score"": 1, ""coverage_gain_score"": 20, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-087"", ""RULE-101"", ""RULE-109"", ""RULE-111"", ""RULE-113""], ""reuse_risk_hit"": false, ""reason_from"": ""llm"", ""reason_adjusted_from"": ""coverage_redundant"", ""reason_adjusted_to"": ""coverage_protected_omitted"", ""reason_adjustment_rule"": ""llm_coverage_redundant_with_coverage_signal""}",True,True,True,False,首页-教学周|state,False,False,"[""RULE-087"", ""RULE-101"", ""RULE-109"", ""RULE-111"", ""RULE-113""]"
9,TC-009,过期周次（上上周及更早）仅可查看，不可补做,首页-教学周-补做,P1,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,coverage_redundant,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""首页-教学周-补做|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 0, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-101""], ""reuse_risk_hit"": false, ""reason_from"": ""llm"", ""reason_adjusted_from"": ""coverage_redundant"", ""reason_adjusted_to"": ""coverage_protected_omitted"", ""reason_adjustment_rule"": ""llm_coverage_redundant_with_coverage_signal""}",True,True,True,False,首页-教学周-补做|happy,False,False,"[""RULE-101""]"
12,TC-012,周中练习全对时习题本展示鼓励文案，不展示错题详情,周中练习-习题本,P2,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,coverage_redundant,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""周中练习-习题本|happy"", ""priority"": ""P2"", ""focus_score"": 0, ""coverage_gain_score"": 20, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-089"", ""RULE-092"", ""RULE-118""], ""reuse_risk_hit"": false, ""reason_from"": ""llm"", ""reason_adjusted_from"": ""coverage_redundant"", ""reason_adjusted_to"": ""coverage_protected_omitted"", ""reason_adjustment_rule"": ""llm_coverage_redundant_with_coverage_signal""}",True,True,True,False,周中练习-习题本|happy,False,False,"[""RULE-089"", ""RULE-092"", ""RULE-118""]"
13,TC-013,任务未完成时，不显示习题本模块,周中练习-习题本,P1,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,coverage_redundant,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""周中练习-习题本|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 20, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-087"", ""RULE-092""], ""reuse_risk_hit"": false, ""reason_from"": ""llm"", ""reason_adjusted_from"": ""coverage_redundant"", ""reason_adjusted_to"": ""coverage_protected_omitted"", ""reason_adjustment_rule"": ""llm_coverage_redundant_with_coverage_signal""}",True,True,True,False,周中练习-习题本|happy,False,False,"[""RULE-087"", ""RULE-092""]"
16,TC-016,薄弱点定位页面正确展示AI分析结果，知识点按掌握度从低到高排序,周末提升-薄弱点定位,P1,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""周末提升-薄弱点定位|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 0, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-004"", ""RULE-057"", ""RULE-089""], ""reuse_risk_hit"": false}",True,True,True,False,周末提升-薄弱点定位|happy,False,False,"[""RULE-004"", ""RULE-057"", ""RULE-089""]"
17,TC-017,AI分析完成且生成知识点后，'下一步'按钮可点击，点击跳转课程推荐页,周末提升-薄弱点定位,P1,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,coverage_redundant,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""周末提升-薄弱点定位|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 20, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-057"", ""RULE-109"", ""RULE-113"", ""RULE-118""], ""reuse_risk_hit"": false, ""reason_from"": ""llm"", ""reason_adjusted_from"": ""coverage_redundant"", ""reason_adjusted_to"": ""coverage_protected_omitted"", ""reason_adjustment_rule"": ""llm_coverage_redundant_with_coverage_signal""}",True,True,True,False,周末提升-薄弱点定位|happy,False,False,"[""RULE-057"", ""RULE-109"", ""RULE-113"", ""RULE-118""]"
