case_id,module,priority,scene,judge_status,reject_reason,hit_confirmed_fact,hit_pending,hit_reuse_risk
TC-001,督导端,P2,督导端-智能课堂申请拍照判题按钮功能,PASS,-,False,False,False
TC-002,督导端,P1,督导端-习题集错题判断预览支持修改对错,PASS,-,False,False,False
TC-003,督导端,P1,督导端-单独习题集增加拍错题入口，完成判卷后错题进入定位学错题本,PASS,-,False,False,False
TC-004,督导端,P1,督导端-课程管理点击完成按钮标记本周学习完成并生成报告,PASS,-,False,False,False
TC-005,周一习题本,P1,周一练习提交后AI判分失败，任务状态不更新，周一习题本不生成,PASS,-,False,False,False
TC-006,周一习题本,P1,周一习题本生成：完成周一周中练习且判分完成时自动生成,PASS,-,False,False,False
TC-007,周一习题本,P2,周一习题本全对场景：显示鼓励文案，不展示错题详情,PASS,-,False,False,False
TC-008,周一习题本,P1,未付费用户通过API直接请求周一习题本数据应被拦截,PASS,-,False,False,False
TC-009,周一习题本,P1,用户A尝试查看用户B的周一习题本数据，系统拒绝并返回权限错误,PASS,-,False,False,False
TC-010,首页,P1,首页已付费用户正常访问：所有学习入口无付费提示，直接进入对应功能,PASS,-,False,False,False
TC-011,首页,P1,首页付费校验：未付费用户点击学习入口时弹出付费提示,PASS,-,False,False,False
TC-012,首页,P1,首页网络异常：加载页面时网络中断，显示网络错误提示支持重试,PASS,-,False,False,False
TC-013,首页,P1,使用过期或无效的token访问首页，系统应拒绝访问并提示重新登录,PASS,-,False,False,False
TC-014,首页,P1,不同学生用户登录首页后，其数据完全隔离，不应看到其他用户的任务和统计数据,PASS,-,False,False,False
TC-015,首页,P1,首页首次使用：强制选择教材版本和年级,PASS,-,False,False,False
