case_id,module,priority,scene,judge_status,reject_reason,hit_confirmed_fact,hit_pending,hit_reuse_risk
TC-001,错题本,P1,验证错题本去重规则：同一道错题在不同时间（如周中与周末随堂测评）被多次收录，在错题本中应正确去重合并。,PASS,-,False,False,False
TC-002,学习报告页,P1,验证学习报告页‘返回首页’操作：点击后，系统将当前周的周末任务标记为‘已完成’，并跳转回首页。,PASS,-,False,False,False
TC-003,学习报告页,P2,验证学习报告分享的只读权限：将学习报告分享给微信好友（模拟家长身份），验证对方打开的报告仅可查看，无任何编辑、重置操作权限。,PASS,-,False,False,False
TC-004,学习报告页,P2,验证学习报告页‘重新学习’按钮的权限控制：仅在当前周或上周补做期内显示并可用，在其他时间不可用或隐藏。,PASS,-,False,False,False
TC-005,学习报告页,P1,验证学习报告页‘返回首页’操作的状态标记：从未完成周末任务的报告页点击‘返回首页’，验证首页该周末任务标记为‘已完成’。,PASS,-,False,False,False
TC-006,学习报告页,P2,验证学习报告页的生成与覆盖更新：完成周末学习后生成报告，补做后新报告全量覆盖旧报告。,PASS,-,False,False,False
TC-007,学习报告页,P2,验证补做期内‘重新学习’后报告更新：在当前周或上周补做期内，点击学习报告页的‘重新学习’，完成学习后验证新报告全量覆盖旧报告。,PASS,-,False,False,False
TC-008,全局控制与权限,P1,验证周日24:00后过期规则：过期周的任务状态变为仅可查看，不可进行任何学习操作。,PASS,-,False,False,False
TC-009,全局控制与权限,P1,验证系统入口与全局状态初始化：用户登录后，系统根据服务器时间自动定位当前教学周，并加载默认或上次使用的教材/年级数据。,PASS,-,False,False,False
TC-010,全局控制与权限,P1,验证补做期内用户能够成功补做上周任务：在补做期内切换到上周，可以正常开始、提交并完成待办任务。,PASS,-,False,False,False
TC-011,全局控制与权限,P1,验证教材/年级切换时，若有未保存的学习进度（如答题中途），系统是否提示保存或放弃。,PASS,-,False,False,False
TC-012,全局控制与权限,P1,验证未付费用户权限限制：未付费用户无法使用完整功能（如：无法查看薄弱点分析、无法进行周末专项学习等）。,PASS,-,False,False,False
TC-013,全局控制与权限,P1,验证教学周切换与补做范围规则：可切换到当前周及上周进行补做，切换到更早的周仅能查看。,PASS,-,False,False,False
TC-014,全局控制与权限,P1,验证教材/年级切换功能：切换后，学习数据独立计数，且页面刷新显示新教材/年级下的当前周内容。,PASS,-,False,False,False
