case_id,module,priority,scene,judge_status,reject_reason,hit_confirmed_fact,hit_pending,hit_reuse_risk
TC-001,首页知识点掌握情况,P1,知识点掌握度边界值：全部答对时显示'熟练',PASS,-,False,False,False
TC-002,首页知识点掌握情况,P1,知识点掌握度边界值：答对一半时显示'一般',PASS,-,False,False,False
TC-003,首页知识点掌握情况,P1,知识点掌握度边界值：全部答错时显示'薄弱',PASS,-,False,False,False
TC-004,周末推荐学习-在线学习+随堂测评,P1,随堂测评“拍照看答案”流程需督导端扫码同意,PASS,-,False,False,False
TC-005,首页-付费校验,P1,付费校验接口异常时点击学习入口展示网络异常提示,PASS,-,False,False,False
TC-006,首页-付费校验,P1,已付费用户点击学习入口正常进入学习页面,PASS,-,False,False,False
TC-007,首页-付费校验,P1,首页入口付费校验：未付费用户点击任何学习入口（任务、课程、错题），弹出付费提示，不进入学习页面,PASS,-,False,False,False
TC-008,首页-教材年级切换,P1,切换教材年级后页面重新加载，不同组合数据完全独立,PASS,-,False,False,False
TC-009,首页-教学周定位,P1,当前教学周自动定位：进入首页时根据服务器时间自动定位当前教学周并加载相应数据,PASS,-,False,False,False
TC-010,周中练习-完成流程,P1,周中练习任务完成流程：用户提交答案后AI即时判分，任务状态变为已完成，错题即时记录至本周错题本,PASS,-,False,False,False
TC-011,周⼀习题本-生成,P1,周⼀习题本生成：完成周一任务且AI判分后，自动生成“周⼀习题本”模块，显示统计数据与首道错题详情,PASS,-,False,False,False
TC-012,周末提升-完成流程,P1,周末提升任务完成：用户完成周末提升任务后，任务状态变为已完成，知识点掌握度实时更新,PASS,-,False,False,False
TC-013,学习报告,P1,学习报告返回首页：点击返回首页按钮，周末提升任务标记为已完成,PASS,-,False,False,False
TC-014,学习报告,P1,步骤状态同步：完成全部课程后，学习报告页面步骤状态显示正确,PASS,-,False,False,False
TC-015,首页连续学习天数,P1,连续学习天数：周五完成，周六周日未完成，周二完成时连续天数清零,PASS,-,False,False,False
TC-016,周⼀习题本-重新学习,P1,周⼀习题本重新学习覆盖：用户重新进入该历史周完成周一任务，新结果覆盖原习题本数据,PASS,-,False,False,False
TC-017,我的错题本,P1,错题去重：同一道题目多次提交错误，错题本只记录一条,PASS,-,False,False,False
TC-018,周⼀习题本-全对,P2,周⼀习题本全对场景：完成周一任务且错误数为0时，模块显示鼓励文案，不展示具体错题,PASS,-,False,False,False
TC-019,在线学习视频,P2,网络异常：视频加载时断网，展示加载失败提示并支持重试,PASS,-,False,False,False
TC-020,周末推荐学习-在线学习模块,P2,打印课件时网络/打印机异常，展示失败提示并支持重试,PASS,-,False,False,False
TC-021,薄弱点定位补做,P2,补做时间边界：上周补做期截止时刻（周日24:00）后不可操作,PASS,-,False,False,False
TC-022,周末推荐学习-课程推荐页,P1,点击单课程卡片直接跳转在线学习，完成后返回课程推荐页且该课程标记为已完成,PASS,-,False,False,False
TC-023,周末提升-任务生成,P1,周末提升任务生成：用户首次查看周末界面时，根据本周错题本生成周末提升任务，状态为待完成,PASS,-,False,False,False
TC-024,课程推荐,P1,步骤状态同步：完成薄弱点定位后，课程推荐页面步骤状态显示正确,PASS,-,False,False,False
TC-025,首页-历史补学,P1,历史周补学：查看历史周时，待完成任务可补学，完成后状态更新为已完成且数据计入历史周统计,PASS,-,False,False,False
TC-026,首页-周期切换,P1,教学周期切换：下周一00:00自动切换到下一教学周，加载新的周中任务，上周数据归档,PASS,-,False,False,False
TC-027,督导端,P1,督导端反复点击“完成判卷”不影响任务已完成状态,PASS,-,False,False,False
