case_id,module,priority,scene,judge_status,reject_reason,hit_confirmed_fact,hit_pending,hit_reuse_risk
TC-001,督导端-单独习题集,P1,验证督导端单独习题集中完成判卷后，题目进入学生端错题本且标签为'定位学'，不展示题目来源,PASS,-,False,False,False
TC-002,首页-全局控制,P1,验证网络异常时进入首页显示错误提示，网络恢复后支持重试加载,PASS,-,False,False,False
TC-003,首页-全局控制,P1,验证快速连续切换教材/年级后，最终页面数据正确加载且无加载异常或数据混乱,PASS,-,False,False,False
TC-004,首页-全局控制,P2,验证未付费用户首次进入首页，点击任何学习入口均弹出付费提示,PASS,-,False,False,False
TC-005,首页-全局控制,P1,验证历史周中“待完成”任务可补学，状态更新为已完成,PASS,-,False,False,False
TC-006,首页-全局控制,P1,验证首次使用时无默认教材/年级，强制弹出选择弹窗,PASS,-,False,False,False
TC-007,首页-全局控制,P1,验证服务器时间跨越周日24:00时系统自动切换到新教学周并归档旧周数据,PASS,-,False,False,False
TC-008,周一习题本,P1,验证周一习题本数据展示：总题数、正确数、错误数及错题详情正确,PASS,-,False,False,False
TC-009,周一习题本,P1,验证周一习题本在完成周一练习且AI判分后自动生成,PASS,-,False,False,False
TC-010,周末推荐学习-在线学习,P1,验证补做场景下新增薄弱点后在线学习页面同步新增对应课程且不覆盖已学内容,PASS,-,False,False,False
TC-011,周末推荐学习-在线学习,P2,验证视频学习中中断后重新进入时支持断点续播，从上次停止位置继续播放,PASS,-,False,False,False
TC-012,周末推荐学习-在线学习,P1,验证在线学习页面按推荐顺序加载课程并自动播放第一个视频，步骤状态显示为第三步,PASS,-,False,False,False
TC-013,周末推荐学习-学习报告,P2,验证无有效学习数据时学习报告页面展示空状态提示，且分享/重新学习按钮置灰,PASS,-,False,False,False
TC-014,周末推荐学习-学习报告,P1,验证'返回首页'按钮点击后跳转至首页工作台，并将当前周周末提升任务标记为已完成,PASS,-,False,False,False
TC-015,周末推荐学习-学习报告,P1,验证'重新学习'按钮点击后跳转至第一步薄弱点定位页面，重置周末学习流程但保留原有学习数据,PASS,-,False,False,False
TC-016,周末推荐学习-学习报告,P1,验证补做场景下学习报告全量覆盖更新：完成补做后原有报告数据被新报告替换,PASS,-,False,False,False
TC-017,周末推荐学习-学习报告,P1,验证学习报告页面正确加载当前周完整学习数据并生成报告，展示各子模块（答题照片区、能力模型评分、AI下一步规划建议）,PASS,-,False,False,False
TC-018,薄弱点定位,P1,验证从首页周末任务入口进入薄弱点定位页面，正常加载当前周分析,PASS,-,False,False,False
TC-019,薄弱点定位,P1,验证补做周中习题后手动刷新薄弱点页面，AI增量更新而不覆盖原有数据,PASS,-,False,False,False
TC-020,薄弱点定位,P1,验证增量更新后学习计划联动：课程推荐新增对应薄弱点内容,PASS,-,False,False,False
TC-021,周末推荐学习-在线学习-随堂测评,P2,验证拍照上传答题纸后触发OCR识别和AI判分，正确展示答题照片、AI生成的答案、解析和错因,PASS,-,False,False,False
TC-022,周末推荐学习-课程推荐,P2,验证更早历史周（超过补做期）的课程推荐页面仅可查看历史数据，所有操作按钮置灰不可点击,PASS,-,False,False,False
TC-023,周末推荐学习-课程推荐,P2,验证无薄弱点数据时课程推荐页面展示空状态提示且'立即开始学习全套课程'按钮置灰,PASS,-,False,False,False
TC-024,周末推荐学习-课程推荐,P1,验证课程推荐页面正常加载当前周课程列表，展示从薄弱点定位传入的知识点对应的推荐课程,PASS,-,False,False,False
TC-025,首页-任务状态,P1,验证周中练习提交后AI即时判分，任务状态立即更新为已完成,PASS,-,False,False,False
TC-026,首页-任务状态,P1,验证周末提升任务仅需完成即标记为已完成（无需AI判分）,PASS,-,False,False,False
TC-027,首页-任务状态,P1,验证督导端“完成判卷”按钮不改变系统任务状态,PASS,-,False,False,False
TC-028,首页-数据逻辑,P1,验证连续学习天数计算：当天有任务完成则+1，无完成则次日清零,PASS,-,False,False,False
