candidate_index,case_id,description,test_module,model_priority_current,selected_by_review_llm,selected_by_review_must_keep,selected_by_review_constraints,selected_by_review_gate,retained_final,dropped_stage,dropped_reason,review_llm_drop_reason_raw,review_llm_drop_reason,review_llm_drop_reason_source,review_llm_drop_reason_evidence,has_positive_evidence,has_coverage_signal,has_high_signal,has_competition_signal,review_constraint_reason,bucket,rule_keys,adds_rule,adds_bucket,high_signal,has_coverage_value,retained_reason,rerank_rank,focus_score,covered_rule_ids,missing_rule_hits,core_rule_hits,coverage_gain_score,signature
1,TC-001,首页付费校验：未付费用户点击任意学习入口弹出购买提示,首页-付费校验,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,首页-付费校验|happy,[],False,False,True,True,retained_due_to_coverage_value,28,0,"[""RULE-001"", ""RULE-003"", ""RULE-004"", ""RULE-035"", ""RULE-058"", ""RULE-083"", ""RULE-085"", ""RULE-086"", ""RULE-087"", ""RULE-088"", ""RULE-089"", ""RULE-090"", ""RULE-091"", ""RULE-092"", ""RULE-093"", ""RULE-094"", ""RULE-107""]",[],[],20,首页-付费校验|首页付费校验：未付费用户点击任意学习入口弹出购买提示|每次点击均弹出提示框，文案为「开启完整学习体验。购买后即可解锁全部周中练习、周末提升和错题解析功能，开启你的定制化进步之路。」，且无法进入对应模块。|无
2,TC-002,首次使用教材年级选择强制弹窗,首页-教材年级选择,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,首页-教材年级选择|happy,[],False,True,True,True,retained_default,2,0,"[""RULE-001"", ""RULE-003"", ""RULE-004"", ""RULE-058"", ""RULE-083"", ""RULE-096"", ""RULE-097"", ""RULE-098"", ""RULE-099"", ""RULE-100"", ""RULE-107"", ""RULE-109""]",[],"[""RULE-098""]",28,首页-教材年级选择|首次使用教材年级选择强制弹窗|强制弹出选择弹窗，用户必须选择教材版本和年级后才能关闭弹窗进入首页。选择后保存为默认设置，后续进入自动加载。|选择「人教版」+「三年级」
3,TC-003,后续进入自动加载上次使用的教材年级,首页-教材年级选择,P2,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,coverage_redundant,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""首页-教材年级选择|happy"", ""priority"": ""P2"", ""focus_score"": 0, ""coverage_gain_score"": 28, ""selected_case_ids"": [""TC-002""], ""selected_count_in_bucket"": 1, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": true, ""missing_rule_hits"": [], ""core_rule_hits"": [""RULE-098""], ""unique_coverage_hits"": [""RULE-096"", ""RULE-098"", ""RULE-099"", ""RULE-100"", ""RULE-107"", ""RULE-109""], ""reuse_risk_hit"": false, ""reason_from"": ""llm"", ""reason_adjusted_from"": ""coverage_redundant"", ""reason_adjusted_to"": ""coverage_protected_omitted"", ""reason_adjustment_rule"": ""llm_coverage_redundant_with_coverage_signal""}",True,True,True,True,,首页-教材年级选择|happy,[],False,False,False,True,,0,0,"[""RULE-096"", ""RULE-098"", ""RULE-099"", ""RULE-100"", ""RULE-107"", ""RULE-109""]",[],"[""RULE-098""]",28,首页-教材年级选择|后续进入自动加载上次使用的教材年级|自动加载上次使用的教材版本和年级，无需再次选择。|无
4,TC-004,切换教材年级后页面数据完全独立重置,首页-教材年级切换,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,首页-教材年级切换|state,[],False,True,True,True,retained_default,1,1,"[""RULE-065"", ""RULE-087"", ""RULE-089"", ""RULE-092"", ""RULE-098"", ""RULE-101"", ""RULE-102"", ""RULE-103"", ""RULE-109"", ""RULE-113""]",[],"[""RULE-098""]",28,首页-教材年级切换|切换教材年级后页面数据完全独立重置|页面立即重新加载当前教学周下新教材/年级组合对应的数据，所有任务状态为待完成，无任何旧组合的错题或统计数据。|切换至苏教版+四年级
5,TC-005,教学周自动定位：根据服务器时间显示正确的教学周,首页-教学周,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,首页-教学周|happy,[],False,True,True,True,retained_default,3,0,"[""RULE-001"", ""RULE-003"", ""RULE-004"", ""RULE-058"", ""RULE-083"", ""RULE-092"", ""RULE-098"", ""RULE-107"", ""RULE-108"", ""RULE-109""]",[],"[""RULE-098""]",13,首页-教学周|教学周自动定位：根据服务器时间显示正确的教学周|系统自动定位并显示当前应处的教学周（如2026.04.07-13），任务列表展示该周的周中练习。|无
6,TC-006,周中练习完成任务核心流程：提交后AI判分、状态更新、错题收录,周中练习,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,周中练习|exception,[],False,True,True,True,retained_default,10,3,"[""RULE-086"", ""RULE-087"", ""RULE-089"", ""RULE-092"", ""RULE-107"", ""RULE-113"", ""RULE-118""]",[],[],20,周中练习|周中练习完成任务核心流程：提交后ai判分、状态更新、错题收录|任务状态立即更新为「已完成」；「周一习题本」模块自动生成，显示总题数8、正确数5、错误数3，错题详情展示首道错题；错题自动收录至「本周错题本」对应日期的错题本中。|提交包含5道正确、3道错误的答案
7,TC-007,周一定位习题本-全对状态展示鼓励文案,周一定位习题本,P2,False,False,False,False,False,review_llm,drop_not_selected_by_review_llm:coverage_protected_omitted,coverage_redundant,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""周一定位习题本|state"", ""priority"": ""P2"", ""focus_score"": 1, ""coverage_gain_score"": 20, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-087"", ""RULE-092"", ""RULE-107"", ""RULE-113""], ""reuse_risk_hit"": false, ""reason_from"": ""llm"", ""reason_adjusted_from"": ""coverage_redundant"", ""reason_adjusted_to"": ""coverage_protected_omitted"", ""reason_adjustment_rule"": ""llm_coverage_redundant_with_coverage_signal""}",True,True,True,False,,周一定位习题本|state,[],False,False,False,False,,0,1,"[""RULE-087"", ""RULE-092"", ""RULE-107"", ""RULE-113""]",[],[],20,周一定位习题本|周一定位习题本-全对状态展示鼓励文案|模块显示「全部正确，太棒了！」等鼓励文案，不展示具体题目详情和错题数据。|提交全部正确的答案
8,TC-008,周一定位习题本-未完成任务时不显示模块,周一定位习题本,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,周一定位习题本|happy,[],False,True,True,True,retained_default,16,0,"[""RULE-087""]",[],[],20,周一定位习题本|周一定位习题本-未完成任务时不显示模块|页面不显示「周一习题本」模块。|无
9,TC-009,周末提升任务首次查看时根据本周错题本生成,周末提升任务,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,周末提升任务|state,[],False,True,True,True,retained_default,13,1,"[""RULE-057"", ""RULE-068"", ""RULE-087"", ""RULE-089"", ""RULE-101"", ""RULE-107""]",[],[],20,周末提升任务|周末提升任务首次查看时根据本周错题本生成|系统自动调用教研逻辑，根据本周错题本中的薄弱点生成周末提升任务，任务状态为待完成，包含课程推荐、在线学习等步骤。|无
10,TC-010,薄弱点定位页AI分析及排序验证,薄弱点定位,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,薄弱点定位|happy,[],False,True,True,True,retained_default,20,0,"[""RULE-004"", ""RULE-057"", ""RULE-107"", ""RULE-113""]",[],[],20,薄弱点定位|薄弱点定位页ai分析及排序验证|页面展示知识点名称、知识关联、错题数、掌握度；列表按掌握度从低到高排序；「下一步」按钮变为可点击。|无
