candidate_index,case_id,description,test_module,model_priority_current,selected_by_review_llm,selected_by_review_must_keep,selected_by_review_constraints,selected_by_review_gate,retained_final,dropped_stage,dropped_reason,review_llm_drop_reason_raw,review_llm_drop_reason,review_llm_drop_reason_source,review_llm_drop_reason_evidence,has_positive_evidence,has_coverage_signal,has_high_signal,has_competition_signal,review_constraint_reason,bucket,rule_keys,adds_rule,adds_bucket,high_signal,has_coverage_value,retained_reason,rerank_rank,focus_score,covered_rule_ids,missing_rule_hits,core_rule_hits,coverage_gain_score,signature
1,TC-001,付费校验：未付费用户进入定位学系统时，完整功能不可用，提示付费,权限控制,P1,True,False,False,False,False,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""权限控制|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 0, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-004"", ""RULE-010"", ""RULE-049""], ""reuse_risk_hit"": false}",True,True,True,False,dropped_by_target_max,权限控制|happy,[],False,False,False,False,,0,0,"[""RULE-004"", ""RULE-010"", ""RULE-049""]",[],[],0,权限控制|付费校验：未付费用户进入定位学系统时，完整功能不可用，提示付费|所有完整功能入口均提示'请先付费'或置灰不可点击，仅允许查看已归档的只读历史数据（若有）|无
2,TC-002,付费校验：已付费用户可正常使用所有功能,权限控制,P1,True,False,False,False,False,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""权限控制|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 0, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-004"", ""RULE-010""], ""reuse_risk_hit"": false}",True,True,True,False,dropped_by_target_max,权限控制|happy,[],False,False,False,False,,0,0,"[""RULE-004"", ""RULE-010""]",[],[],0,权限控制|付费校验：已付费用户可正常使用所有功能|所有功能正常访问，无付费提示|无
3,TC-003,教材/年级：首次选择后自动默认，后续自动加载，支持随时切换且独立计数,全局控制,P1,True,True,False,True,True,retained,retained,,,,{},False,False,False,False,,全局控制|happy,[],False,True,True,True,retained_default,7,0,"[""RULE-007"", ""RULE-011""]",[],[],20,全局控制|教材/年级：首次选择后自动默认，后续自动加载，支持随时切换且独立计数|首次选择后自动默认，再次进入自动加载已选教材/年级；切换后各教材/年级的数据独立统计，切换回原教材/年级后数据完整保留|教材：人教版，年级：三年级；再切换为苏教版/四年级
4,TC-004,教学周：自动定位当前周，支持前后切换；历史周补做规则验证（当前周与上周补做期内可操作，更早仅可查看）,教学周管理,P1,True,False,False,False,False,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""教学周管理|happy"", ""priority"": ""P1"", ""focus_score"": 0, ""coverage_gain_score"": 0, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-012"", ""RULE-013"", ""RULE-014"", ""RULE-049""], ""reuse_risk_hit"": false}",True,True,True,False,dropped_by_target_max,教学周管理|happy,[],False,False,False,False,,0,0,"[""RULE-012"", ""RULE-013"", ""RULE-014"", ""RULE-049""]",[],[],0,教学周管理|教学周：自动定位当前周，支持前后切换；历史周补做规则验证（当前周与上周补做期内可操作，更早仅可查看）|默认显示第3周；第2周可正常操作（补做）；第1周仅可查看，提交按钮置灰；第4周不可选择或提示不可操作|教学周选择：第3周、第2周、第1周、第4周
5,TC-005,过期规则：周日24:00后当前周仅可查看，不可操作,教学周管理,P2,True,False,False,False,False,review_selector,drop_outside_target_window,,coverage_protected_omitted,deterministic_backfill,"{""bucket"": ""教学周管理|happy"", ""priority"": ""P2"", ""focus_score"": 0, ""coverage_gain_score"": -8, ""selected_case_ids"": [], ""selected_count_in_bucket"": 0, ""has_positive_evidence"": true, ""has_coverage_signal"": true, ""has_high_signal"": true, ""has_competition_signal"": false, ""missing_rule_hits"": [], ""core_rule_hits"": [], ""unique_coverage_hits"": [""RULE-014"", ""RULE-049""], ""reuse_risk_hit"": false}",True,True,True,False,dropped_by_target_max,教学周管理|happy,[],False,False,False,False,,0,0,"[""RULE-014"", ""RULE-049""]",[],[],-8,教学周管理|过期规则：周日24:00后当前周仅可查看，不可操作|所有操作按钮置灰或消失，仅可查看历史数据和报告|无
6,TC-006,周中任务：提交即AI即时判分并归档错题，任务状态变为'已完成',任务与判分,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,任务与判分|exception,[],False,True,True,True,retained_default,1,3,"[""RULE-015"", ""RULE-016"", ""RULE-017""]",[],"[""RULE-017""]",28,任务与判分|周中任务：提交即ai即时判分并归档错题，任务状态变为'已完成'|提交后立即触发ai判分，页面显示判分结果；错题自动归档至错题本（按当前日期）；任务状态更新为'已完成'|提交的答题内容（包含正确和错误答案）
7,TC-007,督导端'完成判卷'按钮仅作流程标记，不改学情/状态,督导端,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,督导端|state,[],False,True,True,True,retained_default,2,1,"[""RULE-016"", ""RULE-017"", ""RULE-042"", ""RULE-044"", ""RULE-046"", ""RULE-049""]",[],"[""RULE-017""]",28,督导端|督导端'完成判卷'按钮仅作流程标记，不改学情/状态|页面提示'判卷完成'（流程标记），但学生端任务状态仍为待完成（除非ai判分已完成），错题本不增加新记录，学情数据不变|无
8,TC-008,周末课程包：教研按本周错题本生成统一课程包，周六与周日内容相同,周末学习,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,周末学习|happy,[],False,True,True,True,retained_default,15,0,"[""RULE-018"", ""RULE-027"", ""RULE-047""]",[],[],20,周末学习|周末课程包：教研按本周错题本生成统一课程包，周六与周日内容相同|周六和周日展示的课程包内容一致，课程包基于本周错题本生成|无
9,TC-009,周末测评：打印题→手写→拍照上传，OCR+AI判分，错题归入'定位学-数学',周末测评,P1,True,False,False,True,True,retained,retained,,,,{},False,False,False,False,,周末测评|exception,[],False,True,True,True,retained_default,10,2,"[""RULE-030""]",[],[],-8,周末测评|周末测评：打印题→手写→拍照上传，ocr+ai判分，错题归入'定位学-数学'|ocr识别成功，ai判分完成；错题自动归入'定位学-数学'错题本；测评结果生成报告|上传的答题照片（包含正确和错误答案）
10,TC-010,断点续播：周末学习进度同步至课程推荐页与首页,周末学习,P1,True,True,False,True,True,retained,retained,,,,{},False,False,False,False,,周末学习|happy,[],False,False,True,False,retained_default,20,0,[],[],[],0,周末学习|断点续播：周末学习进度同步至课程推荐页与首页|首页和课程推荐页均显示当前进度（第三课中途），重新进入后从断点处继续|无
