case_id,module,priority,scene,judge_status,reject_reason,hit_confirmed_fact,hit_pending,hit_reuse_risk
TC-001,周末学习与测评,P2,上/下一课操作：在周末测评中可正常翻页,PASS,-,False,False,False
TC-002,周末学习与测评,P1,网络异常后恢复时，断点续播进度同步至课程推荐页与首页,PASS,-,False,False,False
TC-003,周末学习与测评,P1,随堂测评拍照上传OCR识别失败：提示用户重新拍照或手动输入,PASS,-,False,False,False
TC-004,周末学习与测评,P1,周末学习断点续播与进度同步：中途退出再次进入从断点继续，进度同步至课程推荐页与首页,PASS,-,False,False,False
TC-005,任务与判分,P1,周中任务提交并AI即时判分与错题归档,PASS,-,False,False,False
TC-006,任务与判分,P1,任务状态迁移：周中任务提交后状态从“待完成”变为“已完成”，AI判分完成后状态不变,PASS,-,False,False,False
TC-007,任务与判分,P1,督导端“完成判卷”按钮仅流程标记，不改变学情/状态,PASS,-,False,False,False
TC-008,跨模块联动,P1,跨模块联动：首页工单台任务状态与定位学任务状态同步（周中→周末→归档）,PASS,-,False,False,False
TC-009,跨模块联动,P1,首页工单台任务状态与定位学任务状态即时同步：当定位学任务完成后，首页状态立即更新,PASS,-,False,False,False
TC-010,跨模块联动,P2,跨模块联动：从学习报告页跳转到错题本后返回，学习报告页保持原有状态不刷新,PASS,-,False,False,False
TC-011,学习报告页,P1,家长端查看学习报告分享后仅读模式：无任何操作按钮（分享、重新学习、返回首页）,PASS,-,False,False,False
TC-012,学习报告页,P1,未完成全部周末学习直接返回首页，周末任务被标记为已完成,PASS,-,False,False,False
TC-013,学习报告页,P1,返回首页标记周末完成：从学习报告返回首页，当前周周末任务标记为已完成,PASS,-,False,False,False
TC-014,学习报告页,P2,重新学习功能：补做期内点击重置当前周/上周周末任务，非补做期置灰,PASS,-,False,False,False
TC-015,全局控制与权限,P1,教材/年级切换后数据独立计数：用户选择不同教材/年级，各自教学周数据独立，不相互影响,PASS,-,False,False,False
TC-016,全局控制与权限,P1,付费用户正常使用完整功能：已付费用户进入定位学系统，所有核心功能可正常访问且无付费提示,PASS,-,False,False,False
TC-017,全局控制与权限,P1,全局控制-网络异常：首次进入或切换教材/年级时网络中断，系统显示错误提示并支持重试,PASS,-,False,False,False
TC-018,全局控制与权限,P1,未付费用户通过直接URL访问定位学核心功能页面，系统阻止并跳转至付费提示页,PASS,-,False,False,False
TC-019,全局控制与权限,P2,补做期边界：当前周周三可补做上周任务；周日23:59可补做；周日24:01后不可补做,PASS,-,False,False,False
TC-020,全局控制与权限,P2,服务器时间跨周后系统自动定位到新一周，上周自动成为仅可查看的历史周,PASS,-,False,False,False
TC-021,学习数据与统计,P2,连续学习天数边界：前一天完成学习任务，第二天凌晨（服务器时间）完成另一个任务，连续天数+1,PASS,-,False,False,False
TC-022,学习数据与统计,P1,知识点掌握度计算：本周答题后实时更新为薄弱/一般/熟练,PASS,-,False,False,False
TC-023,学习数据与统计,P1,周一习题本自动生成与三态：当日任务完成后生成，覆盖重学后更新,PASS,-,False,False,False
TC-024,异常与边界,P1,网络异常处理：学习过程中网络中断，保留已加载数据，支持重试,PASS,-,False,False,False
TC-025,新增数据模板,P2,数据模板切换：课程名称可切换标准化章名与定位学模板，模块/学习量不同,PASS,-,False,False,False
TC-026,新增数据模板,P2,正确率计算：当总做题数为0时，正确率显示为“-”或置灰，不引发除零异常,PASS,-,False,False,False
TC-027,新增数据模板,P1,数据模板“是否完成”计算方式差异：定位学模板需知识点全部学完且测评答案填写才标记为已完成，标准化模板按学习机对勾,PASS,-,False,False,False
AUTO-CORE-FLOW,学习路径-核心工作流,P1,验证完整学习路径闭环：学课文 -> 词组消消乐 -> 选词填空 -> 返回首页,REPAIRABLE,-,False,False,False
